PMID,Population,Study type,Pregnancy Stage,Drug names,data source,inclusion ,exclusion,outcomes,sample size,study design,RWD,_source_file,_source_folder,_source_sheet_original,_source_sheet_canonical,_row_index,_processed_at,Drug CUI
12220761,pregnancy,CT,postpartum,Fluoxetine (10mg and 20mg),"Perinatal Psychiatry Clinical Research Program, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts; Lilly Research Labo- ratories, Eli Lilly and Company, Indianapolis, Indiana; Department of Obstetrics and Gynecology, University of Pennsylvania, Philadelphia, Pennsylvania; and Department of Psychiatry, State University of New York at Buffalo, Buffalo, New York.","at least two menstrual cycles, Menstruating women, aged 18 – 45 years, with regular menstrual cycles 23–35 days in length","Women were  excluded if they had a history of Axis I pathology occurring within the past 6 months (with the exception of specific phobias). Women using hormonal contraceptives were also excluded, women who met diagnostic criteria for an Axis I psychiatric disorder other than premenstrual dysphoric disorder",premenstrual dysphoric disorder symptoms,260 were randomized but 216 completed the trial,"multicenter, double-blind, randomized, placebo-controlled, parallel-group study",,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,36,2025-12-02T16:03:05.858083,CUI_NOT_FOUND
8793924,postpartum,PE,not reported,Fluoxetine,California Teratogen Informa- tion Service and Clinical Research Program,accessibility by telephone and willingness to participate.,preterm infants,pregnancy outcomes,228,prospective study,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,37,2025-12-02T16:03:05.858083,C0016365
9201668,postpartum,CT,not reported,Fluoxetine,United States Investigational New Drug database,The entry criterion for illness severity was a score >20 on the 21-item Hamilton Rating Scale for Depession (HAMD),"history of substance abuse within the previous year, psy- choticororganicmentaldisorder,serioussui- cidal risk as clinically assessed by the investi- gator,andunstablemedicalconditionsorany medical condition precludinguse of one of the study drugs.",adverse events,850,"retrospective analysis with randomized, double-blind, well-controlled trials",,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,38,2025-12-02T16:03:05.858083,C0016365
27595298,postpartum,CT,not reported,Fluoxetine,"outpatient clinics of Yas Women General Hospital, Arash and Baharloo Hospitals (all affiliated with Tehran University of Medical Sciences, Tehran, Iran) between Sep- tember 2015 and December 2015.","Women between 18–45 years of age, with a diagnosis of postpar- tum depression based on the Diagnostic and Statistical Manual of Mental Disorders, Fourth Edition, Text Revision (DSM-IV-TR) crite- ria were eligible to participate in the trial (4–12 weeks after child- birth). Patients were required to have mild to moderate postpar- tum depression at time of randomization, having a score ≥ 10 and ≤ 18 in the 17-item Hamilton Depression Rating Scale (HDRS) [27, 28].","women with psychotic depression, history of suicidal or infanticidal thoughts, a history of bipolar dis- order, substance or alcohol dependence (with the exception of nic- otine dependence), lactation, hypothyroidism and acute medical illness. Patients suffering from any diagnosis other than postpar- tum depression on the DSM-IV-TR axis I were also excluded.","Side effects, Hamilton Depression Rating Scale, The primary outcome measure of this trial was to evaluate efficacy of saffron compared to fluoxetine in improving depressive symptoms in postpartum individuals using general linear model repeated measures.",64,"A 6-week, multicenter, randomized, double-blind, parallel-group clinical trial",,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,39,2025-12-02T16:03:05.858083,C0016365
29454341,postpartum,CT,not reported,Fluoxetine,"Several databases, including PubMed, China National Knowledge Internet, Wanfang, Chongqing VIP, and the Cochrane library.","The criteria for inclusion were as follows: (1) study types: a randomized control trial (RCT)—regardless of blind methods and placebos—that was reported in either Chinese or English; (2) participants: patients with defin- ite diagnosis of depression (Major depressive disorder, MDD), irrespective of the cause or presence of other diseases; (3) interventions: test groups were treated with Chai Hu Shu Gan Yin (San) alone, without restriction of its doses and therapeutic periods, and control groups were treated with placebos, regular Western medicines, or no therapy at all;participants with any concomitant disease in both a test group and a control group were simultaneously subjected to the same treatments, other than the above-mentioned ones, regardless of thera- peutic periods, therapeutic methods, and medicine doses; (4) outcome index: the Hamilton Depression Scale (HAMD) scores of the patients, the efficacy rate of the medicines, and theadverseeventsof medicines.",We excluded articles that Randomized Control Trials that did not report outcome indices relevant to this study.,"Hamilton Depression Scale, depression, adverse events",42 studies,systematic review and meta-analysis of randomized controlled trials,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,40,2025-12-02T16:03:05.858083,C0016365
17993363,postpartum,CT,not reported,Fluoxetine,"three clinics in deprived urban areas of Santiago, Chile, between June 1, 2004, and Aug 31, 2005.",We included mothers with an unrecognised and untreated postnatal depression whose symptoms persisted at least for 2 weeks.,"We excluded women who had received any form of treatment for depression during their current postnatal period, those who were pregnant, or those with psychotic symptoms, serious suicidal risk, history of mania, or alcohol or drug abuse.","postnatal depression, clinical outcomes",230,a randomised controlled trial,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,41,2025-12-02T16:03:05.858083,C0016365
30415641,pregnancy,CT,trimester 1,Fluoxetine,"PubMed, Embase, Web of Science, and The Cochrane Li- brary were searched from database inception to 17 January 2018. The search strategy combined medical subject head- ing (MeSH) and Embase subject heading (EMTREE) terms with other unindexed or free-text terms.","Cohort studies or randomized controlled trials that reported original data were eligible for inclusion if they reported any congenital malformations in infants born to mothers with any exposure to SSRIs or individual SSRIs (citalopram, fluoxetine, paroxetine, sertraline, esci- talopram, or fluvoxamine) during the first trimester, had a comparison group that included pregnant women who were not exposed to any antidepressants and/or terato- gens (folic acid antagonists, angiotensin-converting en- zyme inhibitors, anticonvulsants, coumarin derivatives, and retinoids), and, if a risk estimate was not reported, provided necessary distribution of exposure, non-expos- ure, cases, and non-cases, from which a risk estimate could be calculated.","articles with no usable risk estimates; case-control studies, duplications, used pregnant women who took antidepressants as reference group, defined the exposure period as the secon and/or third trimester or throughout the entire pregnancy, conference abstracts lack of information.",congenital malformations,"Twenty-nine cohort studies including 9,085,954",systematic review and meta-analysis of cohort studies.,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,42,2025-12-02T16:03:05.858083,C0016365
28513059,pregnancy,PE,trimester 1,Fluoxetine,PubMed and Web of Science databases were systematically searched from inception to 21 March 2016. The following keywords and/or medical subject heading (MeSH) terms were used: ‘serotonin reuptake inhibitors’ or ‘SSRI’ or ‘fluoxetine’ or ‘paroxetine’ or ‘citalopram’ or ‘sertraline’ or ‘fluvoxamine’ or ‘escitalopram’ in combination with ‘malformations’ or ‘birth outcome’ or ‘obstetrical outcome’ or ‘congenital abnormalities’. We also performed manual screening of reference lists of retrieved articles and relevant reviews to identify additional studies of interest.,"original articles (including meeting abstracts), cohort study design; defined the exposure was fluoxetine use; the comparison group included pregnant women who were not exposed to any antidepressants and/or teratogens; defined the fluoxetine exposure period as the first trimester of pregnancy; reported any infants’ congenital malformations as outcomes of interest; and reported the risk estimates [i.e., odds ratio, risk ratio or relative risk (RR)] with 95% confidence intervals (CI) or provided enough information to calculate an unadjusted RR.","letters, editorials, case reports, reviews, meta-analyses, notes or studies conducted in animals; used case–control, cross- sectional or clinical trial designs;  defined the fluoxetine exposure period as the second and/or third trimester; did not provide sufficient risk estimates (i.e., OR, risk ratio or relative risk) with 95% CI, or did not provide sufficient data to calculate risk estimates; or were not published in English. If data were duplicated in more than one study, we only included the study with the largest number of cases",congenital malformations,16 cohort studies,meta-analysis of cohort studies,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,43,2025-12-02T16:03:05.858083,C0016365
23660045,pregnancy,PE,trimester 1,Fluoxetine,"PubMed, Medline, and Embase for studies published from 1988 (when the drug was introduced) to August 31, 2012, using the key words “fluoxetine,” “Prozac,” “selective serotonin reuptake inhibitor,” “birth defect,” “fetal abnormality,” “teratogenicity,” “malformation,” and “pregnancy.",any cohort or case–control study that reported the outcome after exposure to any dose of fluoxetine used during the first trimester of pregnancy and compared the outcome with that of a control group who did not have any SSRI exposure. Studies that reported on cardiovascular malformations were also compared.,"studies reporting non-human research, reviews, case reports, reports in the form of a letter, studies lacking a control group, studies reporting exposure to fluoxetine only after the first trimester, and studies that measured the risk of malformations for the whole class of SSRIs and not for fluoxetine specifically. ","major malformations, cardiac malformations, ",21 studies,Systematic Review and Meta-Analysis,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,44,2025-12-02T16:03:05.858083,C0016365
23656855,pregnancy,PE,trimester 1,Fluoxetine,"EMBASE, CINAHL, PsycINFO, and MEDLINE were searched from their start dates to June 2010. Keywords of various combinations were used, including, but not limited to depressive/mood disorder, pregnancy, antidepressant drug/agent, congenital malformation, and cardiac malformation.","English language studies reporting congenital malformations associated with antidepressants were included; Cohort and case-control studies published in English were eligible for inclusion if they (1) reported original data and at least 1 malformation of interest, (2) reported on any pharmacologic antidepressant agent exposure (ie, selective serotonin reuptake inhibitors, tricyclic antidepressants, and monoamine oxidase inhibitors), (3) had a nonexposed comparison group of pregnant women for the antidepressant examined, and (4) provided sufficient data to calculate an effect size.","Abstracts and conference proceedings were excluded, and unpublished data were not searched because the volume of potentially eligible studies would have made doing so infeasible.","any congenital malformation, major congenital malformation (structural defects present at birth that have surgical, medical, or cosmetic significance or a significant effect on function or social acceptability, cardiovascular malformation, septal cardiac defect (atrial septal defects or ventral septal defects), and ventral septal defects only as defined by the authors of the original publication. ",27 studies,Systematic Review and Meta-Analysis,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,45,2025-12-02T16:03:05.858083,C0016365
33354752,pregnancy,PE,trimester 1,Fluoxetine,PubMed and Embase.,"The title and abstract inclusion criteria were cohort or case- control studies with a comparison group of women who had not used antidepressants during pregnancy, study partici- pants aged 15 years or older, maternal use of antidepressants during the first trimester of pregnancy, and outcomes that included congenital heart defects or other malformations. Live births, stillbirths, and terminations of pregnancy were all classified as suitable endpoints of pregnancies. If the usage of antidepressant agents was not confirmed, repeated prescriptions or dispensations of an agent were assumed to correlate directly to maternal usage.","The title and abstract exclusion criteria were: reviews, surveys, animal studies, study protocols, case series, case reports, editorials, commentaries, letters to the editor, con- ference papers, study participants under 15 years of age, studies that contained only abortive, mortal, and neurobe- havioral outcomes and if the data collected did not pertain to antidepressant medications.",Risk for Congenital Heart Defects,20 studies,Systematic Review and Meta‐Analysis,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,46,2025-12-02T16:03:05.858083,C0016365
23761574,pregnancy,PE,trimester 1,Fluoxetine,"The systematic search of English-language publications indexed in five electronic databases (CINAHL, EMBASE, Medline, PsycINFO, and ISI Web of Science)","Studies were included if they reported: (i) on cohorts of pregnant women exposed to SSRI medications and a con- temporaneously matched unexposed control group or on maternal exposure to SSRI in cohorts of those with and without foetal malformations; and (ii) raw data, odds ratio, risk ratio, difference in means, or any other analysable effect size comparing the incidence of major, minor, and/or cardiac malformation.",Studies were excluded if they reported: (i) a control group which was not contemporaneously matched or not derived from the same population of women as the exposed group; (ii) a control group exposed to any antidepressant medication; (iii) exposure as a combination of SSRI with other antidepressant classes; or (iv) exposure as a compari- son of temporal variation.,congenital malformations,4 studies,Systematic meta-analysis,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,47,2025-12-02T16:03:05.858083,C0016365
21646927,pregnancy,PE,trimester 1,Fluoxetine,"ongoing national joint project, Drugs and Pregnancy, in Finland, established by three governmental organizations: the Finnish Medicines Agency; the Social Insurance Institution in Finland; and the National Institute for Health and Welfare for continuous surveillance of safe drug use during pregnancy.",All live births and stillbirths with gestational age of 22 weeks or more or birth weight of 500 g or more are included in the register.,neonates needing neonatal care unit treatment.,Risk for Major Congenital Anomalies,6976 infants,retrospective cohort study,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,49,2025-12-02T16:03:05.858083,C0016365
10722179,pregnancy,PE,trimester 1,Fluoxetine,MEDLINE and EMBASE (up to August 1996) bibliographic databases. A search strategy using a combination of ‘ pregnancy ’ or ‘ abnormalities drug induced ’ and ‘ fluoxetine ’ keywords (Medical Subject Headings) was undertaken.,"articles related to fluoxetine exposure during the first trimester and major malformations, human exposure to any dosage of fluoxetine during the first trimester of pregnancy, and prospective report of outcome of pregnancy.","Since studies that report retrospective exposure are considered biased in term of ascertainment of the relative risk, we have excluded them from our analysis.",Major malformations ,367 women,meta-analytical review of epidemiological studies.,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,50,2025-12-02T16:03:05.858083,C0016365
32513841,pregnancy,PE,trimester 1,fluoxetine,OptumLabs Data Warehouse (OLDW),"female patients aged 12 to 49 who delivered a live-born infant between January 1, 2012, and December 31, 2016, on the basis of delivery-related diagnosis and procedure codes. Women were required to have continuous enrollment with medical and pharmacy benefits 3 months before the last menstrual period (LMP) through 3 months after delivery. Newborns were required to have continuous medical and pharmacy coverage during the first 3 months of life.","multiple births, births with an unidentified  last menstrual period; Infants with chromosomal abnormalities or exposure to known teratogens were excluded from malformation analyses.","Risk of Adverse Neonatal Outcomes, Major cardiac malformations",226932 singleton deliveries.,retrospective study,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,51,2025-12-02T16:03:05.858083,C0016365
32207549,pregnancy,PE,trimester 1 and 2,fluoxetine,"OptumLabs® Data Warehouse (OLDW), an administrative health care datasource of commercially insured enrollees with comprehensive insurance coverage for physician, hospital and prescription drug services.","singleton births; Because gestational age at delivery was not
available, we set the date of the last menstrual period (LMP) to 35 weeks before delivery for
those with diagnosis codes for preterm birth and 39 weeks otherwise, consistent with
previous research.","to help ensure complete claims information during the study period, we excluded deliveries from women who did not have continuous enrollment with medical and pharmacy benefits 3 months before last menstrual period through 3 months post-delivery. We excluded deliveries with newborns who did not have continuous benefits during the first 3 months after birth. ","Preeclampsia, postpartum hemorrhage","226,932 singleton live-born deliveries",retrospective cohort study.,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,52,2025-12-02T16:03:05.858083,C0016365
21381184,pregnancy,PE,trimester 1,fluoxetine,"Western Australia from 2002 to 2005; Western Australia Data Linkage System (WADLS): Hospital Morbidity Data System, the Midwives’ Notification System, the Registry of Births and Deaths, and the Birth Defects Registry; and the national Pharmaceutical Benefits Scheme (PBS).",Infants with isolated patent ductus arteriosus (PDA) are included in the Birth Defects Registry if the ductus was still patent at 3 months of age in a child born at term or at 6 months of age in a child born preterm,Most minor defects are excluded unless they are disfiguring or require treatment.,Pregnancy Outcomes ,"123,405 pregnancies",population-based study,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,53,2025-12-02T16:03:05.858083,C0016365
22240235,pregnancy,PE,trimester 1 and 2,fluoxetine,"Denmark, Finland, Iceland, Norway, and Sweden, 1996-2007.","We identified all singletons born after 231 gestational days (33 weeks) between 1996 and 2007. Only births were included from the years when prescription data were available. Accordingly we included births from: Denmark 1997-2007, Finland 1996-2006, Iceland 2003-7, Norway 2005-7, and Sweden 2006-7. ",not reported,Risks of persistent pulmonary hypertension of the newborn associated with early and late exposure to SSRIs during pregnancy and adjusted for important maternal and pregnancy characteristics. Comparisons were made between infants exposed and not exposed to SSRIs.,1618255 singleton births,Population based cohort study using data from the national health registers.,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,55,2025-12-02T16:03:05.858083,C0016365
26148560,pregnancy,PE,trimester 1,fluoxetine,Data were extracted from the central database of EUROCAT,"babies with CHD, or with congenital anomalies other than CHD identified as significantly associated with SSRI exposure (signals) in at least one previous study. Controls were all other registrations.","To avoid misclassification of antidepressant exposure status, women with drug use unknown or missing,  including all TOPFA from one of the registries) or those with a record of depression diagnosis with no record of antidepressant use were excluded. To avoid confounding by co-exposure to identifiable teratogenic medications/condition, cases/controls were excluded if they had a record of exposure to antiepileptic medication, or antidiabetic medication/diabetes, or they had teratogenic syndromes. Women were excluded from the dataset if they took non-SSRI antidepressants or unspecified antidepressants, and for the specific SSRI analyses, if they took more than one specific SSRI (citalopram + fluoxetine). Genetic conditions were excluded from both cases and controls.",risk of specific congenital anomalies,42983 registrations,Case-malformed control study based on EUROCAT pop- ulation-based congenital anomaly registries; European register-based study,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,56,2025-12-02T16:03:05.858083,C0016365
38449319,pregnancy,PE,not reported,Fluoxetine,thousands of healthcare institutions throughout the United States utilizing EPIC medical records.,newborns with available maternal pharmacologic data were born with any type of orofacial clefting.,not reported,"oral clefts, orofacial clefting",12098 newborns,retrospective study,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,58,2025-12-02T16:03:05.858083,C0016365
32876659,patients aged 10 to 19 years,PE,not reported,Fluoxetine,"nationwide Medicaid Analytic eXtract, IBM MarketScan.","At least 1 diagnosis of an SSRI indication, Depression, Obsessive-compulsive disorder, Post-traumatic stress disorder, Social anxiety disorder, Panic disorder, Generalized anxiety disorder, Bulimia nervosa, SSRI indication.","Previous antidepressant use, Diagnosis of diabetes (type 1 or type 2), Gestational diabetes, Secondary diabetes, Insulin use, Antidiabetic medication use, Pregnancy, Sickle cell disease, Cystic fibrosis, Cancer, HIV, Organ transplant, Dialysis/End stage renal disease (ESRD), Respiratory failure, Aplastic anemia and other serious anemias, Congenital immune deficiencies, Down syndrome, Other lethal chromosomal anomalies, Fetal metabolic diseases, Serious neuromuscular diseases, Hospice case, Nephrotic syndrome, Hemochromatosis, Lupus, Rheumatoid arthritis, Crohn’s disease, Ulcerative colitis, Minimize confounding by underlying disease severity.","type 2 diabetes (T2D), Incident T2D during follow-up. Intention-to-treat effects were estimated using Cox proportional hazards regression models, adjusting for confounding through propensity score stratification. As-treated effects to account for continuous treatment were estimated using inverse probability weighting and marginal structural models.",1582914 patients,cohort study,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,59,2025-12-02T16:03:05.858083,C0016365
9099116,maternal,CT,postpartum,Fluoxetine,two large hospitals in south Manchester.,"Women who scored ≥ 12 on the revised clinical interview schedule, the threshold for significant psychiatric morbidity, and who satisfied research diagnostic criteria for major or minor depressive disorder.","inadequate English and living outside the district, chronic (>2 years) or resistant depression, current drug or alcohol misuse, severe illness requiring close monitoring or hospital admission, and breast feeding.","Psychiatric morbidity after 1, 4, and 12 weeks, measured as mean scores and 95% confidence limits on the revised clinical interview schedule, the Edinburgh postnatal depression scale and the Hamilton depression scale.",87,"Randomised, controlled treatment trial",,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,60,2025-12-02T16:03:05.858083,C0016365
11748523,pediatric,PE,postpartum,hydroxyzine,University hospital,pediatric American Society of Anesthesiologists physical status II and III patients aged 2 months to 12 years who were scheduled for cardiac catheterization were included in the study,Patients who required mechanical ventilation or intravenous inotropic support were excluded from the study,"Noninvasive systolic blood pressure, heart rate, oxygen saturation (SpO2), respi- ratory rate, and sedation score",55,prospective study,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,61,2025-12-02T16:03:05.858083,C0020404
11811136,pediatric,PE,postpartum,hydroxyzine,"Pediatric Sedation Clinic, or PSC, in the School of Dentistry at the University of North Carolina at Chapel Hill",healthy children referred to PSC because of their inability to cooperate for needed dental care,not reported,"Adverse events included postoperative vomiting, true desaturation, true apnea and prolonged sedation.",111,retrospective study,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,62,2025-12-02T16:03:05.858083,C0020404
12789223,maternal,PE,postpartum,hydroxyzine,Israeli Teratogen Information Service ,all pregnant women who con- tacted the Israeli TIS (directly or through their health care providers) between 1995 and 2001 for information about gestational exposure to loratadine.,not reported,"rate of major anomalies; that is, those having a structural abnormality that has serious medical, surgical, or cosmetic consequences. In the case of multiple births, each live-born infant was included in the analysis. Secondary end points were the rates of live birth, miscarriage, pregnancy termination, stillbirth, and ectopic pregnancy; the rate of premature births (≤37 weeks); gestational age at delivery; and birth weight.",477,prospective controlled cohort study,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,63,2025-12-02T16:03:05.858083,C0020404
1099263,pediatric,CT,postpartum,hydroxyzine,"Department of Pediatrics, Univer- sity of Washington School of Medicine, and the Cardio-Pulmonary Research Laboratory, Children's Orthopedic Hospital and Medical Center, Seattle.","A decrease of at least 15% in FEV, and a fall of at least 25% in forced expiratory flow 25% to 75% (FEF25%.,6%) after a five-minute exercise period on a cycloergometer. (2) Asthma controlled sufficiently that a placebo medi¬ cation would not place the subject at risk of an acute exacerbation. (3) Tolerance of the study drugs.",not reported,Adverse Reactions and Symptom Scores,16,"double-blind, double-orthogonal, Latin square design.",,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,64,2025-12-02T16:03:05.858083,C0020404
1092514,pediatric,CT,postpartum,hydroxyzine,"pediatric inpatient service of the National Jewish Hospital and Research Center, a residential treatment center for asthma.",All chil dren in the study fulfilled the criteria for the di- agnosis of asthma established by the American Thoracic Society.,Children who had received corticosteroid therapy during the previous month were excluded except for those stabilized at no higher than 20 mg every other morning for at least one month at a minimal level such that asthmatic symptoms were observable. Children who were receiving injection therapy with al- lergenic extracts or who had received such treatment during the previous month were also excluded. A further requirement for inclusion in the study was the patient's willingness to cooperate with the study and ability to perform the necessary pulmonary function tests. Progressively severe asthma unrespon sive to all bronchodilators and requiring corticosteroids; intercurent nonasthmatic illness that interfered with their ability to continue active cooperation in the study (a skull fracture in one and a prolonged febrile illness of unknown origin in the other).,Asthmatic symptoms,23,double-blind randomized study,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,65,2025-12-02T16:03:05.858083,C0020404
15646910,pediatric,CT,postpartum,hydroxyzine (3.7 mg/Kg),"Hadassah University Hospital in Jerusalem, Israel.",good health (ASA I) and required at least 2 restorative treatment sessions.,not reported,sedation movements,28,"prospective, double-blinded, crossover clinical study",,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,66,2025-12-02T16:03:05.858083,CUI_NOT_FOUND|CUI_NOT_FOUND
16173222,pediatric,PE,postpartum,hydroxyzine,"Center for Disabilities and Development (CDD) at The University of Iowa, Iowa City, Iowa between January 1998 and June 2002.","good health without special physical/psychological needs, including mental retardation; were not allergic to drugs used for sedation; exhibited fearful or refractory behavior at previous dental appointments, as documented by Frankl’s behavior rating scale, had complete standardized documentation pertaining to age, weight, treatment requirements, drug regi- men with dosage, latent period, monitors used, physiological variables, type(s) of procedure(s) per- formed, assessment of intraoperative behavior, recovery, and discharge.",not reported,Physiological variables including heart rate and oxygen saturation.,66,retrospective study,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,67,2025-12-02T16:03:05.858083,C0020404
16528434,pediatric,PE,postpartum,hydroxyzine,"Gastroenterology and the Division of Pediatric Pharmacology and Medical Toxicology, The Children’s Mercy Hospital and Clinics, Kansas City; and The Department of Pediatrics, Pharmacology and Pharmacy Practice, University of Missouri—Kansas City.","children with signs and symptoms of dyspepsia (i.e., upper abdominal pain or discomfort)",not reported,"prevalence of duodenal eosinophilia, abdominal pain or discomfort.",105,retrospective study ,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,68,2025-12-02T16:03:05.858083,C0020404
16903445,pediatric,PE,postpartum,hydroxyzine,"postgraduate pediatric dentistry clinic at the University of Texas Health Science Center, Houston, Texas.",healthy child (ASA I or II); NPO after midnight the night before the dental appointment; an initial/recall exam performed prior to the sedation appointment with documented uncooperative behavior; patients who met the AAPD guidelines for sedation; treatment that followed regimens I or II exactly; and  adequate printed data records.,"missing data points, missing for respiratory rate and EtCO2 due to temporary occlusion of the capnography cannula.","Cardiopulmonary Parameters, heart rate, systolic blood pressure, diastolic blood pressure.",62,A Retrospective Study,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,69,2025-12-02T16:03:05.858083,C0020404
17550044,pediatric,CT,postpartum,hydroxyzine (2mg/kg),"Clinic for Pediatric Dentistry Posgraduate Program, Facultad de Estomatología, Universidad Autonoma de San Luis Potosi, Mexico","Children needing dental care, aged 1 to 10 years and noncooper- ative according to the Ohio State Behavioral Rating Scale (OSBRS), ASA I and II, were included.",not reported,"clinical success, treatment time, cardiac rate.",54,randomized controlled clinical trial,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,70,2025-12-02T16:03:05.858083,CUI_NOT_FOUND|CUI_NOT_FOUND
17683328,pediatric,CT,postpartum,hydroxyzine,"Clinic of Pedodontics at the Faculty of Dentistry, University of Ankara.","fearful children aged between 31 and 120 months; the patients had required pharmacological management for treatment, because of a ‘definitely negative’ or ‘negative’ rating according to the Frankl Behaviour Rating Scale. All children were in good health (ASA I).","Subjects with any systemic or chronic diseases, upper respiratory infections, cold, nasal obstructions, or children who failed to drink the drug were excluded from the study",sedation,30,randomized controlled trial,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,71,2025-12-02T16:03:05.858083,C0020404
17984162,pediatric,CT,postpartum,hydroxyzine,MEDLINE and PsychINFO.,"Because the concept of GAD has changed over the years (Rickels and Rynn, 2001) we decided to include studies that used DSM-III-R, DSM-IV and ICD-10 criteria for GAD; i.e. we assessed GAD as a chronic disorder, in contrast to DSM-III or previous ver- sions, which included briefer episodes and are now outdated. For the same reason, we limited our search to articles published from 1987 to 2003, taking into account that prior to 1987 DSM-III crite- ria were likely to be used. However, a recent review found no dif- ference between DSM-III, -III-R and -IV GAD with respect to effect size (Mitte et al., 2005); We required at least two studies examining a particular class of drug (e.g. SSRI, CAM). Only English-language publications were included.","We excluded studies presenting uncontrolled trials, case reports, reviews of trials that were published separately and studies comparing medication with psychotherapy. A number of reports (e.g. concerning abecarnil) were excluded because of insufficient information in the publication to allow calculation.",generalized anxiety disorder,21,"meta-analysis of Double-blind, placebo-controlled studies",,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,72,2025-12-02T16:03:05.858083,C0020404
18278305,pediatric,CT,postpartum,hydroxyzine,UFG (Federal University of Goiás) School of Dentistry between January 2001 and December 2002 ,"60 months old, ASA I class, were uncooperative after 4 sessions of behavior management and needed at least 3 routine restorative dental visits.","tonsil hypertrophy, history of allergies, drooling or nocturnal snoring.",Sedation,Thirty-five dental sessions were conducted on 12 patients,A Randomized Double-Blinded Trial,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,73,2025-12-02T16:03:05.858083,C0020404
1979796,pediatric,CT,postpartum,hydroxyzine,not reported,patients with clinically documented chronic idiopathic urticaria.,not reported,Urticaria,215,"multicenter, double-blind, parallel-group, placebo- controlled safety and efficacy study",,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,74,2025-12-02T16:03:05.858083,C0020404
12739685,pediatric,CT,postpartum,hydroxyzine,pediatric dental clinic,"patients who were in need of treatment to the anterior 
upper teeth. All patients were ASA I.",not reported,pain reaction,88,randomized comparative study,,PRGLAC DRUGS.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,75,2025-12-02T16:03:05.858083,C0020404
