PMID,PMCID,Clinical trial ID,DOI,URL,Population,Study type,Drug name,Species,Note,_source_file,_source_folder,_source_sheet_original,_source_sheet_canonical,_row_index,_processed_at,Drug CUI
33248975,,NCT 03287336 ,,,delivery,"PK, CT",Tranexamic acid,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,88,2025-12-02T16:03:28.889391,C0040613
32620262,,NCT02188576 ,,,,"PK, CT",Tranexamic acid,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,89,2025-12-02T16:03:28.889391,C0040613
35679896,,,,,delivery,"PK, CT",Tranexamic acid,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,90,2025-12-02T16:03:28.889391,C0040613
30681278,,,,,,"PK, PD","Topiramate, Levetiracetam",Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,91,2025-12-02T16:03:28.889391,C0076829|C0377265
31112621,PMC6710527,,10.1111/bcp.13988,,,PK and safety,Tobramycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,92,2025-12-02T16:03:28.889391,C1507821
32568427,,,10.1002/ppul.24917,,,PK,Tobramycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,93,2025-12-02T16:03:28.889391,C1507821
35921575,PMC8443261,,10.1089/ped.2020.1161,,,PK,Tobramycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,94,2025-12-02T16:03:28.889391,C1507821
32960984,PMC7891399,"NCT00825929, NCT01745822 ",10.1002/jcph.1746,,3rd trimester/postpartum,PK,Tenofovir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,95,2025-12-02T16:03:28.889391,C0384228
31910460,,MK-7625A-010,10.1055/s-0039-3402719,,,PK and safety,Tazobactam ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,96,2025-12-02T16:03:28.889391,C0075870
30116895,,,10.1007/s00737-018-0905-3,,lactation,PK,Sertraline,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,97,2025-12-02T16:03:28.889391,C0074393
33253437,,,10.1002/hup.2772,,3rd trimester/delivery,"PK, PE","Sertraline, Escitalopram",Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,99,2025-12-02T16:03:28.889391,C0074393|C1099456
33751155,,NCT02185547 ,10.1007/s00228-021-03122-z,,2nd and 3rd trimester/labor/postpartum ,PK,Sertraline,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,100,2025-12-02T16:03:28.889391,C0074393
35248877,,EudraCT: 2013–004881-33 ,10.1016/j.comppsych.2022.152301,,,CT,Sertraline,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,101,2025-12-02T16:03:28.889391,C0074393
36087110,,,10.1002/jcph.2152,,3rd trimester/postpartum,PK,rosuvastatin,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,103,2025-12-02T16:03:28.889391,C0965129
31981411,PMC7214659,NCT02364258,10.1111/cts.12749.,,,"PK, PG",rosuvastatin,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,104,2025-12-02T16:03:28.889391,C0965129
36181377,,NCT03943888 ,10.1111/cts.13429,,,PK,Rocuronium ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,105,2025-12-02T16:03:28.889391,C0209337
31958904,,,10.9758/cpn.2020.18.1.41,,,PK,Risperidone,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,106,2025-12-02T16:03:28.889391,C0073393
35303169,,,10.1007/s00702-022-02485-6,,,PK,Risperidone,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,107,2025-12-02T16:03:28.889391,C0073393
32448902,PMC7996637,NCT01751568,10.1093/jpids/piaa039,,,PK and safety,Raltegravir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,108,2025-12-02T16:03:28.889391,C1966407
32661003,PMC7508578,NCT02099474,10.1128/AAC.00759-20,,3rd trimester/postpartum,PK,Raltegravir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,109,2025-12-02T16:03:28.889391,C1966407
31913995,PMC7144886,,10.1097/QAI.0000000000002294,,,PK and safety,Raltegravir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,110,2025-12-02T16:03:28.889391,C1966407
31689263,PMC7232968,,10.1097/QAD.0000000000002369,,,PK and safety,Raltegravir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,111,2025-12-02T16:03:28.889391,C1966407
30549267,,,10.1002/cpt.1330,,,"PG, PK study",pravastatin,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,112,2025-12-02T16:03:28.889391,C0085542
34033812,PMC8611118,,10.1016/j.ajog.2021.05.018,,1st and 2nd trimester/postpartum,,pravastatin,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,113,2025-12-02T16:03:28.889391,C0085542
34029707,,TCTR20190904002 ,10.1016/j.ijid.2021.05.044,,,PK,Piperacillin,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,114,2025-12-02T16:03:28.889391,C0031955
35083184,PMC8785252,,,,,PK,Piperacillin,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,115,2025-12-02T16:03:28.889391,C0031955
30257076,,NCT01887743,10.1111/ijpo.12459,,,"PK, PG",Pantoprazole,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,116,2025-12-02T16:03:28.889391,C0081876
30456415,,,10.1007/s00228-018-2600-8,,,popPK modelling,Oxcarbazepine ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,117,2025-12-02T16:03:28.889391,C0069751
36006433,,,10.1007/s00228-022-03373-4,,,PK,Oxcarbazepine ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,118,2025-12-02T16:03:28.889391,C0069751
35037389,PMC8981429,,10.1111/cns.13796,,1st to 3rd trimester,PK,Oxcarbazepine ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,119,2025-12-02T16:03:28.889391,C0069751
32451952,PMC7467405,NCT02486406 ,10.1007/s12325-020-01389-9,,,PK,"Ombitasvir, Paritaprevir, Ritonavir, and Dasabuvir Mini-Tabs Plus Ribavirin",Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,120,2025-12-02T16:03:28.889391,C3852670|C3864824|C1114179|CUI_NOT_FOUND
31250045,,UMIN000026382,10.1007/s00228-019-02709-x,,,"PK, PG",Nitroglycerin,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,121,2025-12-02T16:03:28.889391,C0017887
31415566,,NCT01744405,10.1371/journal.pntd.0007647,,lactation,"PK, CT",nifurtimox ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,124,2025-12-02T16:03:28.889391,C0028073
33242457,PMC7933083,NCT02140255,10.1016/S2352-3018(20)30274-5,,,PK and safety,Nevirapine,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,125,2025-12-02T16:03:28.889391,C0132326
33710978,,,10.1097/INF.0000000000002994,,,PK,Nevirapine,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,126,2025-12-02T16:03:28.889391,C0132326
33839311,PMC8636019,NCT01699633,10.1016/j.meegid.2021.104856,,,"PK, PG",Nevirapine,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,127,2025-12-02T16:03:28.889391,C0132326
31332062,PMC6761507,NCT01699633 ,10.1128/AAC.00839-19,,,PK,Nevirapine,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,128,2025-12-02T16:03:28.889391,C0132326
30358179,,NCT00042289 ,10.1002/jcph.1331,,3rd trimester/postpartum,PK,Nelfinavir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,129,2025-12-02T16:03:28.889391,C1315121
31920289,PMC6939174,NCT03238560 ,10.2147/DDDT.S226913,,,"PK, PG",Montelukast,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,130,2025-12-02T16:03:28.889391,C0298130
32960980,PMC7855781,,10.1002/jcph.1738,,,PK,Montelukast,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,131,2025-12-02T16:03:28.889391,C0298130
32354497,,,10.1016/j.clinthera.2020.03.013,,,case report,Midazolam,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,134,2025-12-02T16:03:28.889391,C0026056
32403162,,,10.1002/cpt.1890,,,PK,Midazolam,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,135,2025-12-02T16:03:28.889391,C0026056
32947180,,,10.1016/j.seizure.2020.09.004,,,PK,Midazolam,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,136,2025-12-02T16:03:28.889391,C0026056
35488482,,UMIN R000052504,10.1111/aas.14077,,,CT,Midazolam,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,137,2025-12-02T16:03:28.889391,C0026056
36036654,,,10.1002/prp2.1004.,,,PK modelling,Midazolam,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,138,2025-12-02T16:03:28.889391,C0026056
36388077,,,10.1055/s-0041-1725148,,,PK,Midazolam,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,139,2025-12-02T16:03:28.889391,C0026056
36428856,,,10.3390/diagnostics12112797,,,PK,Midazolam,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,140,2025-12-02T16:03:28.889391,C0026056
31646767,,NCT00934843,10.1002/psp4.12470,,,popPK/PD modelling,Methylprednisolone ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,141,2025-12-02T16:03:28.889391,C0025815
32768896,,,10.1016/j.clineuro.2020.106118,,lactation,PK,Methylprednisolone ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,142,2025-12-02T16:03:28.889391,C0025815
34513939,PMC8424008,NTR3579,10.3389/fcvm.2021.640543,,,PK,Methylprednisolone ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,143,2025-12-02T16:03:28.889391,C0025815
32776159,,NCT02470234 ,10.1007/s40272-020-00409-z,,,"CT, PK",Methylphenidate,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,144,2025-12-02T16:03:28.889391,C0025810
30488179,,NCT02076997 ,10.1007/s00280-018-3733-2,,,"PK, safety",Methotrexate,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,145,2025-12-02T16:03:28.889391,C0025677
30835935,,,10.1002/pbc.27637,,,PK,Methotrexate,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,146,2025-12-02T16:03:28.889391,C0025677
31867853,,,10.1002/pbc.28123,,,PK,Methotrexate,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,147,2025-12-02T16:03:28.889391,C0025677
33361876,,,10.18926/AMO/61215,,,"case report, PE, PK",Methotrexate,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,148,2025-12-02T16:03:28.889391,C0025677
34637107,,,10.1007/s13318-021-00726-9,,,PK,Methotrexate,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,149,2025-12-02T16:03:28.889391,C0025677
36193736,,,10.2217/pgs-2022-0098,,,"PE, PK",Methotrexate,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,150,2025-12-02T16:03:28.889391,C0025677
36463535,,,10.1007/s00280-022-04498-0,,,"PE, PK",Methotrexate,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,151,2025-12-02T16:03:28.889391,C0025677
32612964,,,10.3389/fped.2020.00307,,,"PE, PK, PD",Methotrexate,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,152,2025-12-02T16:03:28.889391,C0025677
31980499,PMC7076518,NCT01329016 ,10.1124/dmd.119.088435,,pregnant/delivery,PK,Metformin,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,155,2025-12-02T16:03:28.889391,C0025598
34964262,PMC9304251,NCT01587378,10.1111/bcpt.13703,,2nd and 3rd trimester/postpartum,PK,Metformin,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,156,2025-12-02T16:03:28.889391,C0025598
34602916,PMC8481739,,10.1177/15593258211033140,,,"PK, CT",Metformin,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,157,2025-12-02T16:03:28.889391,C0025598
33476064,,ChiCTR-OPC-16008703 ,,,,PK,Meropenem,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,158,2025-12-02T16:03:28.889391,C1640456
35489632,,TCTR20200901002 ,,,,"PK, PD",Meropenem,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,159,2025-12-02T16:03:28.889391,C1640456
31081020,PMC6640304,NCT01637558 , 10.1093/jac/dkz171,,,PK,Lopinavir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,160,2025-12-02T16:03:28.889391,C1146864
34213821,,,10.1111/coa.13833,,,PK,Lidocaine,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,161,2025-12-02T16:03:28.889391,C0023660
30803975,PMC6496103,,10.1128/AAC.02569-18,,,PK,Levofloxacin,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,162,2025-12-02T16:03:28.889391,C0282386
35842213,,,10.1016/j.ijid.2022.07.029,,,"PK, safety",Levofloxacin,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,163,2025-12-02T16:03:28.889391,C0282386
32890316,,,10.1097/FTD.0000000000000805,,,"PE, PK",Levetiracetam,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,164,2025-12-02T16:03:28.889391,C0377265
34114632,,,10.1093/tropej/fmab041,,,PK,Levetiracetam,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,165,2025-12-02T16:03:28.889391,C0377265
34131926,,,10.1111/bcp.14940,,lactation,PK,Levetiracetam,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,166,2025-12-02T16:03:28.889391,C0377265
31191874,,,10.1177/2040622319851652,,1st to 3rd trimester/postpartum,PK,Levetiracetam,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,167,2025-12-02T16:03:28.889391,C0377265
36260320,,,,,pregnant,"PPK modelling, PK",Levetiracetam,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,168,2025-12-02T16:03:28.889391,C0377265
35880962,,NCT04285684,10.1080/02791072.2022.2101903,,lactation,PK,Ketamine,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,169,2025-12-02T16:03:28.889391,C0022614
30825333,,,10.1002/phar.2243,,,PK modelling,Ketamine,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,170,2025-12-02T16:03:28.889391,C0022614
30395239,,,,,,PK,isoniazid,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,171,2025-12-02T16:03:28.889391,C0022209
30572983,,,,,,PK,isoniazid,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,172,2025-12-02T16:03:28.889391,C0022209
31909887,,,,,,PK,isoniazid,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,173,2025-12-02T16:03:28.889391,C0022209
34183327,,,,,,PK and safety ,isoniazid,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,174,2025-12-02T16:03:28.889391,C0022209
34420049,,SRCTN63579542 ,,,,PK,isoniazid,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,175,2025-12-02T16:03:28.889391,C0022209
34674665,,,,,,PK,isoniazid,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,176,2025-12-02T16:03:28.889391,C0022209
34686231,,,,,,PK,isoniazid,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,177,2025-12-02T16:03:28.889391,C0022209
35659902,,NCT03559582 ,,,,PK,isoniazid,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,178,2025-12-02T16:03:28.889391,C0022209
35868608,,TCTR20190423002 ,,,,PK,isoniazid,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,179,2025-12-02T16:03:28.889391,C0022209
31106898,,NCT02286154,10.1002/ajh.25510,,,PK,Hydroxyurea,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,180,2025-12-02T16:03:28.889391,C0020402
31623213,PMC6833033,,10.3390/jcm8101701,,,PK,Hydroxyurea,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,182,2025-12-02T16:03:28.889391,C0020402
33029796,,,10.1002/jcph.1759,,,PK,Hydroxyurea,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,183,2025-12-02T16:03:28.889391,C0020402
31257615,PMC6813860,,10.1002/jcph.1477,,pregnant,"PG, PK, oral",Hydralazine (IV),Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,184,2025-12-02T16:03:28.889391,CUI_NOT_FOUND
32562572,,,10.1002/jcph.1681,,3rd trimester/delivery,PK,Furosemide,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,185,2025-12-02T16:03:28.889391,C0016860
33848384,,,10.1111/ped.14735,,,PK,Furosemide,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,186,2025-12-02T16:03:28.889391,C0016860
33041716,PMC7541024,,10.5863/1551-6776-25.7.617,,,PK of phentoin,Fosphenytoin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,187,2025-12-02T16:03:28.889391,C0244656
35879140,,,10.1016/j.braindev.2022.06.012,,,PK,Fosphenytoin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,188,2025-12-02T16:03:28.889391,C0244656
33855449,,NCT03453177 ,10.1093/jac/dkab083,,,popPK modelling,Fosfomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,189,2025-12-02T16:03:28.889391,C0016610
32015036,PMC7179299,NCT00042289 ,10.1128/AAC.02260-19,,2nd and 3rd trimester/postpartum,PK,Fosamprenavir/amprenavir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,190,2025-12-02T16:03:28.889391,C1176315|C1114170
30322973,,CTRI/2014/11/005190,10.1136/archdischild-2018-315345,,,PK,Fentanyl,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,191,2025-12-02T16:03:28.889391,C0015846
30721546,,EUDRACT no 2011-000310-19,10.1111/apa.14744,,,"PK, PD ",Fentanyl,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,192,2025-12-02T16:03:28.889391,C0015846
31168770,PMC7122686,,10.1007/s40262-019-00773-1,,,popPKmodelling,Fentanyl,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,193,2025-12-02T16:03:28.889391,C0015846
33604895,,,10.1002/phar.2515,,,popPK modelling,Fentanyl,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,195,2025-12-02T16:03:28.889391,C0015846
33831904,PMC8270511,NCT01504841 ,10.1097/QAD.0000000000002902,,,"PK, clinical",Etravirine,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,197,2025-12-02T16:03:28.889391,C1456409
30767719,,,10.2217/pgs-2018-0111,,pregnant/postpartum,PK,Emtricitabine,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,199,2025-12-02T16:03:28.889391,C0909839
32330231,,NCT00825929 ,10.1093/cid/ciaa488,,3rd trimester/delivery/postpartum,PK,Elvitegravir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,200,2025-12-02T16:03:28.889391,C2606637
34945777,PMC8707067,,10.3390/jpm11121303,,,"PK, PG ",Efavirenz,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,201,2025-12-02T16:03:28.889391,C1114177
32811669,PMC7578077,,10.1016/j.clinthera.2020.07.008,,pregnant/postpartum,PK,Efavirenz,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,202,2025-12-02T16:03:28.889391,C1114177
30530925,PMC6642905,,10.3851/IMP3283,,2nd and 3rd trimester/delivery/postpartum,PK,Efavirenz,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,203,2025-12-02T16:03:28.889391,C1114177
31241542,PMC6597185,NCT00802802 ,10.1097/QAI.0000000000002061,,,PK,Efavirenz,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,204,2025-12-02T16:03:28.889391,C1114177
32893393,PMC7894166,NCT03346434,10.1111/jdv.16928,,,"PK, safety and efficacy",Dupilumab,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,205,2025-12-02T16:03:28.889391,C3660996
32969489,PMC8247037,NCT02407756 and NCT02612454,10.1111/bjd.19460,,,"PK, safety and efficacy",Dupilumab,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,206,2025-12-02T16:03:28.889391,C3660996
34270797,,NCT03054428 and NCT03345914,10.1002/cpt.2366,,,"popPK modeling, PK",Dupilumab,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,207,2025-12-02T16:03:28.889391,C3660996
35868341,PMC9630157,NCT02259127,10.1016/S2352-3018(22)00160-6,,,PK and safety,Dolutegravir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,208,2025-12-02T16:03:28.889391,C3253985
36111542,PMC9612713,,10.1097/QAD.0000000000003350,,,PK,Dolutegravir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,209,2025-12-02T16:03:28.889391,C3253985
32103260,,NCT00825929,10.1093/cid/ciaa006,,3rd trimester/postpartum/delivery,PK,Dolutegravir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,210,2025-12-02T16:03:28.889391,C3253985
32763217,PMC7445428,NCT02259127,10.1016/S2352-3018(20)30189-2,,,PK and safety,Dolutegravir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,211,2025-12-02T16:03:28.889391,C3253985
31206433,,NCT02955732 ,10.1213/ANE.0000000000004264,,,PK,Dexmedetomidine,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,212,2025-12-02T16:03:28.889391,C0113293
31333469,,,10.3389/fphar.2019.00756. eCollection 2019,,,PK,Dexmedetomidine,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,213,2025-12-02T16:03:28.889391,C0113293
32158472,,,10.1155/2020/2582965,,,PK,Dexmedetomidine,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,214,2025-12-02T16:03:28.889391,C0113293
33813550,,NCT02757625 ,10.1097/PCC.0000000000002730,,,"CT, PK",Dexmedetomidine,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,215,2025-12-02T16:03:28.889391,C0113293
34076612,PMC8173003,NCT00042289 ,10.1097/QAD.0000000000002857,,2nd and 3rd trimester/delivery/postpartum,PK,Darunavir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,216,2025-12-02T16:03:28.889391,C1435444
31923087,PMC7258985,NCT00042289 ,10.1097/QAI.0000000000002261,,3rd and 3rd trimester/postpartum,PK,Darunavir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,217,2025-12-02T16:03:28.889391,C1435444
30873741,,NCT00855335,10.1111/hiv.12721,,4th and 3rd trimester/postpartum,PK,Darunavir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,218,2025-12-02T16:03:28.889391,C1435444
35625789,,,10.3390/biomedicines10051050,,,PK,Ciprofloxacin,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,219,2025-12-02T16:03:28.889391,C0008809
35988360,,,10.1016/j.amjoto.2022.103573,,,PK,Ciprofloxacin,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,220,2025-12-02T16:03:28.889391,C0008809
31306396,,NCT02475733,10.1097/INF.0000000000002392,,,PK and safety,Ceftazidime,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,221,2025-12-02T16:03:28.889391,C0007559
30113711,,,10.1002/jcph.1294,,,PK,Ceftazidime,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,222,2025-12-02T16:03:28.889391,C0007559
30718247,,,,,,PK,Cefepime,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,223,2025-12-02T16:03:28.889391,C0055003
31101409,,,,,,"safety, CT, PK",Caffeine,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,224,2025-12-02T16:03:28.889391,C0236734
33116005,,,,,,PK,Caffeine,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,225,2025-12-02T16:03:28.889391,C0236734
33180318,,,,,,PK,Caffeine,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,226,2025-12-02T16:03:28.889391,C0236734
32006953,PMC7223897,NCT02907593,10.1038/s41390-020-0792-y,,,"PK, CT",budesonide ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,227,2025-12-02T16:03:28.889391,C0054201
35666852,PMC9278710,NCT00762073,10.1097/MPG.0000000000003482,,,PK,budesonide ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,228,2025-12-02T16:03:28.889391,C0054201
34302760,,,10.1016/S2352-4642(21)00165-6,,,PK,Bictegravir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,229,2025-12-02T16:03:28.889391,C4507568
34665470,,,,,3rd trimester,PK,Betamethasone,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,230,2025-12-02T16:03:28.889391,C0005308
