PMID,Specimen type,Value,Unit,Time to specimen,Time unit,summary statistics,Variation type,variation value,Interval type,Interval low,Interval high,Subjects n,Population,Pregnancy Stage ,Gestational Age,Notes,_source_file,_source_folder,_source_sheet_original,_source_sheet_canonical,_row_index,_processed_at
10485633.0,Blood,,,,,,,,,,,6.0,maternal,lactation,,"In 6 subjects, milk and serum samples were obtained in the morning, 24 hours after the previous dose had been in- gested. A new dose was then ingested immediately. Four to 7 hours later, 1 or 2 milk/serum sample pairs were collected ",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,280,2025-12-02T16:05:06.769793
10485633.0,breast milk,,,,,,,,,,,6.0,maternal,lactation,,"In 6 subjects, milk and serum samples were obtained in the morning, 24 hours after the previous dose had been in- gested. A new dose was then ingested immediately. Four to 7 hours later, 1 or 2 milk/serum sample pairs were collected ",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,281,2025-12-02T16:05:06.769793
10485633.0,Blood,,,,,,,,,,,1.0,maternal,lactation,,"The seventh subject was followed with milk and serum sam- pling at steady-state 0, 1, 2, 3, 4, 6, 8, and 24 hours after dose intake on 2 occasions (at doses of 20 mg/day and 40 mg/day, respectively) with an interval of 7 weeks ",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,282,2025-12-02T16:05:06.769793
10485633.0,breast milk,,,,,,,,,,,1.0,maternal,lactation,,"The seventh subject was followed with milk and serum sam- pling at steady-state 0, 1, 2, 3, 4, 6, 8, and 24 hours after dose intake on 2 occasions (at doses of 20 mg/day and 40 mg/day, respectively) with an interval of 7 weeks ",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,283,2025-12-02T16:05:06.769793
10485633.0,Blood,,,,,,,,,,,6.0,maternal,lactation,,"In 6 subjects, milk and serum samples were obtained in the morning, 24 hours after the previous dose had been in- gested. A new dose was then ingested immediately. Four to 7 hours later, 1 or 2 milk/serum sample pairs were collected ",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,280,2025-12-02T16:05:11.297067
10485633.0,breast milk,,,,,,,,,,,6.0,maternal,lactation,,"In 6 subjects, milk and serum samples were obtained in the morning, 24 hours after the previous dose had been in- gested. A new dose was then ingested immediately. Four to 7 hours later, 1 or 2 milk/serum sample pairs were collected ",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,281,2025-12-02T16:05:11.297067
10485633.0,Blood,,,,,,,,,,,1.0,maternal,lactation,,"The seventh subject was followed with milk and serum sam- pling at steady-state 0, 1, 2, 3, 4, 6, 8, and 24 hours after dose intake on 2 occasions (at doses of 20 mg/day and 40 mg/day, respectively) with an interval of 7 weeks ",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,282,2025-12-02T16:05:11.297067
10485633.0,breast milk,,,,,,,,,,,1.0,maternal,lactation,,"The seventh subject was followed with milk and serum sam- pling at steady-state 0, 1, 2, 3, 4, 6, 8, and 24 hours after dose intake on 2 occasions (at doses of 20 mg/day and 40 mg/day, respectively) with an interval of 7 weeks ",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,283,2025-12-02T16:05:11.297067
10485633.0,Blood,,,,,,,,,,,6.0,maternal,lactation,,"In 6 subjects, milk and serum samples were obtained in the morning, 24 hours after the previous dose had been in- gested. A new dose was then ingested immediately. Four to 7 hours later, 1 or 2 milk/serum sample pairs were collected ",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,280,2025-12-02T16:05:13.141371
10485633.0,breast milk,,,,,,,,,,,6.0,maternal,lactation,,"In 6 subjects, milk and serum samples were obtained in the morning, 24 hours after the previous dose had been in- gested. A new dose was then ingested immediately. Four to 7 hours later, 1 or 2 milk/serum sample pairs were collected ",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,281,2025-12-02T16:05:13.141371
10485633.0,Blood,,,,,,,,,,,1.0,maternal,lactation,,"The seventh subject was followed with milk and serum sam- pling at steady-state 0, 1, 2, 3, 4, 6, 8, and 24 hours after dose intake on 2 occasions (at doses of 20 mg/day and 40 mg/day, respectively) with an interval of 7 weeks ",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,282,2025-12-02T16:05:13.141371
10485633.0,breast milk,,,,,,,,,,,1.0,maternal,lactation,,"The seventh subject was followed with milk and serum sam- pling at steady-state 0, 1, 2, 3, 4, 6, 8, and 24 hours after dose intake on 2 occasions (at doses of 20 mg/day and 40 mg/day, respectively) with an interval of 7 weeks ",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,283,2025-12-02T16:05:13.141371
10485633,Blood,,,,,,,,,,,6,maternal,lactation,,"In 6 subjects, milk and serum samples were obtained in the morning, 24 hours after the previous dose had been in- gested. A new dose was then ingested immediately. Four to 7 hours later, 1 or 2 milk/serum sample pairs were collected ",PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,280,2025-12-02T16:05:15.285876
10485633,breast milk,,,,,,,,,,,6,maternal,lactation,,"In 6 subjects, milk and serum samples were obtained in the morning, 24 hours after the previous dose had been in- gested. A new dose was then ingested immediately. Four to 7 hours later, 1 or 2 milk/serum sample pairs were collected ",PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,281,2025-12-02T16:05:15.285876
10485633,Blood,,,,,,,,,,,1,maternal,lactation,,"The seventh subject was followed with milk and serum sam- pling at steady-state 0, 1, 2, 3, 4, 6, 8, and 24 hours after dose intake on 2 occasions (at doses of 20 mg/day and 40 mg/day, respectively) with an interval of 7 weeks ",PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,282,2025-12-02T16:05:15.285876
10485633,breast milk,,,,,,,,,,,1,maternal,lactation,,"The seventh subject was followed with milk and serum sam- pling at steady-state 0, 1, 2, 3, 4, 6, 8, and 24 hours after dose intake on 2 occasions (at doses of 20 mg/day and 40 mg/day, respectively) with an interval of 7 weeks ",PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,283,2025-12-02T16:05:15.285876
10485633,Blood,,,,,,,,,,,6,maternal,lactation,,"In 6 subjects, milk and serum samples were obtained in the morning, 24 hours after the previous dose had been in- gested. A new dose was then ingested immediately. Four to 7 hours later, 1 or 2 milk/serum sample pairs were collected ",PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,280,2025-12-02T16:05:21.693926
10485633,breast milk,,,,,,,,,,,6,maternal,lactation,,"In 6 subjects, milk and serum samples were obtained in the morning, 24 hours after the previous dose had been in- gested. A new dose was then ingested immediately. Four to 7 hours later, 1 or 2 milk/serum sample pairs were collected ",PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,281,2025-12-02T16:05:21.693926
10485633,Blood,,,,,,,,,,,1,maternal,lactation,,"The seventh subject was followed with milk and serum sam- pling at steady-state 0, 1, 2, 3, 4, 6, 8, and 24 hours after dose intake on 2 occasions (at doses of 20 mg/day and 40 mg/day, respectively) with an interval of 7 weeks ",PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,282,2025-12-02T16:05:21.693926
10485633,breast milk,,,,,,,,,,,1,maternal,lactation,,"The seventh subject was followed with milk and serum sam- pling at steady-state 0, 1, 2, 3, 4, 6, 8, and 24 hours after dose intake on 2 occasions (at doses of 20 mg/day and 40 mg/day, respectively) with an interval of 7 weeks ",PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,283,2025-12-02T16:05:21.693926
10671385.0,breast milk,20,ml,,,,,,,,,16.0,maternal,lactation,,breast milk samples were collected after maternal paroxetine dose at 4–6 hour intervals over a 24-hour period,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,284,2025-12-02T16:05:06.614238
10671385.0,Blood,,,,,,,,,,,16.0,maternal,lactation,,Maternal serum was obtained 2–5 hours after the daily paroxetine dose,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,285,2025-12-02T16:05:06.614238
10671385.0,Blood,,,,,,,,,,,16.0,pediatric,,infants,infant serum samples were obtained 1–5 hours after nursing,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,286,2025-12-02T16:05:06.614238
10671385.0,breast milk,20,ml,,,,,,,,,16.0,maternal,lactation,,breast milk samples were collected after maternal paroxetine dose at 4–6 hour intervals over a 24-hour period,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,284,2025-12-02T16:05:06.769793
10671385.0,Blood,,,,,,,,,,,16.0,maternal,lactation,,Maternal serum was obtained 2–5 hours after the daily paroxetine dose,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,285,2025-12-02T16:05:06.769793
10671385.0,Blood,,,,,,,,,,,16.0,pediatric,,infants,infant serum samples were obtained 1–5 hours after nursing,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,286,2025-12-02T16:05:06.769793
10671385.0,breast milk,20,ml,,,,,,,,,16.0,maternal,lactation,,breast milk samples were collected after maternal paroxetine dose at 4–6 hour intervals over a 24-hour period,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,284,2025-12-02T16:05:11.297067
10671385.0,Blood,,,,,,,,,,,16.0,maternal,lactation,,Maternal serum was obtained 2–5 hours after the daily paroxetine dose,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,285,2025-12-02T16:05:11.297067
10671385.0,Blood,,,,,,,,,,,16.0,pediatric,,infants,infant serum samples were obtained 1–5 hours after nursing,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,286,2025-12-02T16:05:11.297067
10671385.0,breast milk,20,ml,,,,,,,,,16.0,maternal,lactation,,breast milk samples were collected after maternal paroxetine dose at 4–6 hour intervals over a 24-hour period,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,284,2025-12-02T16:05:13.141371
10671385.0,Blood,,,,,,,,,,,16.0,maternal,lactation,,Maternal serum was obtained 2–5 hours after the daily paroxetine dose,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,285,2025-12-02T16:05:13.141371
10671385.0,Blood,,,,,,,,,,,16.0,pediatric,,infants,infant serum samples were obtained 1–5 hours after nursing,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,286,2025-12-02T16:05:13.141371
10671385,breast milk,20,ml,,,,,,,,,16,maternal,lactation,,breast milk samples were collected after maternal paroxetine dose at 4–6 hour intervals over a 24-hour period,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,284,2025-12-02T16:05:15.285876
10671385,Blood,,,,,,,,,,,16,maternal,lactation,,Maternal serum was obtained 2–5 hours after the daily paroxetine dose,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,285,2025-12-02T16:05:15.285876
10671385,Blood,,,,,,,,,,,16,pediatric,,infants,infant serum samples were obtained 1–5 hours after nursing,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,286,2025-12-02T16:05:15.285876
10671385,breast milk,20,ml,,,,,,,,,16,maternal,lactation,,breast milk samples were collected after maternal paroxetine dose at 4–6 hour intervals over a 24-hour period,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,284,2025-12-02T16:05:21.693926
10671385,Blood,,,,,,,,,,,16,maternal,lactation,,Maternal serum was obtained 2–5 hours after the daily paroxetine dose,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,285,2025-12-02T16:05:21.693926
10671385,Blood,,,,,,,,,,,16,pediatric,,infants,infant serum samples were obtained 1–5 hours after nursing,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,286,2025-12-02T16:05:21.693926
11105735.0,Blood,5,ml,,,,,,,,,25.0,maternal,lactation,,samples were collected approximately 6 hours after dose intake,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,287,2025-12-02T16:05:06.614238
11105735.0,Blood,1,ml,,,,,,,,,25.0,pediatric,,infants,samples were collected approximately 6 hours after dose intake,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,288,2025-12-02T16:05:06.614238
11105735.0,breast milk,,,,,,,,,,,25.0,maternal,lactation,,samples were collected approximately 6 hours after dose intake,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,289,2025-12-02T16:05:06.614238
11105735.0,Blood,5,ml,,,,,,,,,25.0,maternal,lactation,,samples were collected approximately 6 hours after dose intake,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,287,2025-12-02T16:05:06.769793
11105735.0,Blood,1,ml,,,,,,,,,25.0,pediatric,,infants,samples were collected approximately 6 hours after dose intake,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,288,2025-12-02T16:05:06.769793
11105735.0,breast milk,,,,,,,,,,,25.0,maternal,lactation,,samples were collected approximately 6 hours after dose intake,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,289,2025-12-02T16:05:06.769793
11105735.0,Blood,5,ml,,,,,,,,,25.0,maternal,lactation,,samples were collected approximately 6 hours after dose intake,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,287,2025-12-02T16:05:11.297067
11105735.0,Blood,1,ml,,,,,,,,,25.0,pediatric,,infants,samples were collected approximately 6 hours after dose intake,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,288,2025-12-02T16:05:11.297067
11105735.0,breast milk,,,,,,,,,,,25.0,maternal,lactation,,samples were collected approximately 6 hours after dose intake,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,289,2025-12-02T16:05:11.297067
11105735.0,Blood,5,ml,,,,,,,,,25.0,maternal,lactation,,samples were collected approximately 6 hours after dose intake,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,287,2025-12-02T16:05:13.141371
11105735.0,Blood,1,ml,,,,,,,,,25.0,pediatric,,infants,samples were collected approximately 6 hours after dose intake,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,288,2025-12-02T16:05:13.141371
11105735.0,breast milk,,,,,,,,,,,25.0,maternal,lactation,,samples were collected approximately 6 hours after dose intake,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,289,2025-12-02T16:05:13.141371
11105735,Blood,5,ml,,,,,,,,,25,maternal,lactation,,samples were collected approximately 6 hours after dose intake,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,287,2025-12-02T16:05:15.285876
11105735,Blood,1,ml,,,,,,,,,25,pediatric,,infants,samples were collected approximately 6 hours after dose intake,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,288,2025-12-02T16:05:15.285876
11105735,breast milk,,,,,,,,,,,25,maternal,lactation,,samples were collected approximately 6 hours after dose intake,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,289,2025-12-02T16:05:15.285876
11105735,Blood,5,ml,,,,,,,,,25,maternal,lactation,,samples were collected approximately 6 hours after dose intake,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,287,2025-12-02T16:05:21.693926
11105735,Blood,1,ml,,,,,,,,,25,pediatric,,infants,samples were collected approximately 6 hours after dose intake,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,288,2025-12-02T16:05:21.693926
11105735,breast milk,,,,,,,,,,,25,maternal,lactation,,samples were collected approximately 6 hours after dose intake,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,289,2025-12-02T16:05:21.693926
11483479.0,Blood,,,,,,,,,,,48.0,maternal,lactation,,Maternal and infant serum samples were obtained at a minimum of 2 weeks following a fixed dose of antidepressant.,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,290,2025-12-02T16:05:06.614238
11483479.0,Blood,,,,,,,,,,,50.0,pediatric,,infants,Maternal and infant serum samples were obtained at a minimum of 2 weeks following a fixed dose of antidepressant.,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,291,2025-12-02T16:05:06.614238
11483479.0,Blood,,,,,,,,,,,48.0,maternal,lactation,,Maternal and infant serum samples were obtained at a minimum of 2 weeks following a fixed dose of antidepressant.,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,290,2025-12-02T16:05:06.769793
11483479.0,Blood,,,,,,,,,,,50.0,pediatric,,infants,Maternal and infant serum samples were obtained at a minimum of 2 weeks following a fixed dose of antidepressant.,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,291,2025-12-02T16:05:06.769793
11483479.0,Blood,,,,,,,,,,,48.0,maternal,lactation,,Maternal and infant serum samples were obtained at a minimum of 2 weeks following a fixed dose of antidepressant.,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,290,2025-12-02T16:05:11.297067
11483479.0,Blood,,,,,,,,,,,50.0,pediatric,,infants,Maternal and infant serum samples were obtained at a minimum of 2 weeks following a fixed dose of antidepressant.,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,291,2025-12-02T16:05:11.297067
11483479.0,Blood,,,,,,,,,,,48.0,maternal,lactation,,Maternal and infant serum samples were obtained at a minimum of 2 weeks following a fixed dose of antidepressant.,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,290,2025-12-02T16:05:13.141371
11483479.0,Blood,,,,,,,,,,,50.0,pediatric,,infants,Maternal and infant serum samples were obtained at a minimum of 2 weeks following a fixed dose of antidepressant.,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,291,2025-12-02T16:05:13.141371
11483479,Blood,,,,,,,,,,,48,maternal,lactation,,Maternal and infant serum samples were obtained at a minimum of 2 weeks following a fixed dose of antidepressant.,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,290,2025-12-02T16:05:15.285876
11483479,Blood,,,,,,,,,,,50,pediatric,,infants,Maternal and infant serum samples were obtained at a minimum of 2 weeks following a fixed dose of antidepressant.,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,291,2025-12-02T16:05:15.285876
11483479,Blood,,,,,,,,,,,48,maternal,lactation,,Maternal and infant serum samples were obtained at a minimum of 2 weeks following a fixed dose of antidepressant.,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,290,2025-12-02T16:05:21.693926
11483479,Blood,,,,,,,,,,,50,pediatric,,infants,Maternal and infant serum samples were obtained at a minimum of 2 weeks following a fixed dose of antidepressant.,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,291,2025-12-02T16:05:21.693926
3239381.0,venous blood,,,,,,,,,,,18.0,maternal,1st trimester,,"Maternal venous blood was sampled before premedication and at the start of the surgery. From 18 patients, 9 receiving diazepam and 9 receiving oxazepam, additional blood samples were drawn at 6 h, 8 h, 10 h, 12 h, 15 h and 24 h.",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,293,2025-12-02T16:05:06.614238
3239381.0,amniotic fluid,,,,,,,,,,,48.0,maternal,termination of pregnancy,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,294,2025-12-02T16:05:06.614238
3239381.0,placental tissue,,,,,,,,,,,48.0,maternal,termination of pregnancy,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,295,2025-12-02T16:05:06.614238
3239381.0,venous blood,,,,,,,,,,,18.0,maternal,1st trimester,,"Maternal venous blood was sampled before premedication and at the start of the surgery. From 18 patients, 9 receiving diazepam and 9 receiving oxazepam, additional blood samples were drawn at 6 h, 8 h, 10 h, 12 h, 15 h and 24 h.",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,293,2025-12-02T16:05:06.769793
3239381.0,amniotic fluid,,,,,,,,,,,48.0,maternal,termination of pregnancy,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,294,2025-12-02T16:05:06.769793
3239381.0,placental tissue,,,,,,,,,,,48.0,maternal,termination of pregnancy,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,295,2025-12-02T16:05:06.769793
3239381.0,venous blood,,,,,,,,,,,18.0,maternal,1st trimester,,"Maternal venous blood was sampled before premedication and at the start of the surgery. From 18 patients, 9 receiving diazepam and 9 receiving oxazepam, additional blood samples were drawn at 6 h, 8 h, 10 h, 12 h, 15 h and 24 h.",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,293,2025-12-02T16:05:11.297067
3239381.0,amniotic fluid,,,,,,,,,,,48.0,maternal,termination of pregnancy,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,294,2025-12-02T16:05:11.297067
3239381.0,placental tissue,,,,,,,,,,,48.0,maternal,termination of pregnancy,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,295,2025-12-02T16:05:11.297067
3239381.0,venous blood,,,,,,,,,,,18.0,maternal,1st trimester,,"Maternal venous blood was sampled before premedication and at the start of the surgery. From 18 patients, 9 receiving diazepam and 9 receiving oxazepam, additional blood samples were drawn at 6 h, 8 h, 10 h, 12 h, 15 h and 24 h.",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,293,2025-12-02T16:05:13.141371
3239381.0,amniotic fluid,,,,,,,,,,,48.0,maternal,termination of pregnancy,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,294,2025-12-02T16:05:13.141371
3239381.0,placental tissue,,,,,,,,,,,48.0,maternal,termination of pregnancy,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,295,2025-12-02T16:05:13.141371
24134697.0,venous blood,2,ml,25.9,min,mean,SD,21.51,minmax,5.0,118.0,31.0,maternal,delivery,,control group; First sample was taken after application of diazepam and before cesarean section (time t1),PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,296,2025-12-02T16:05:06.614238
24134697.0,venous blood,2,ml,60.23,min,mean,SD,31.87,minmax,18.0,144.0,31.0,maternal,delivery,,control group; Second sample of maternal blood was taken at the same time with clamping of the infant’s umbilical cord (time t2),PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,297,2025-12-02T16:05:06.614238
24134697.0,venous blood,2,ml,132.39,min,mean,SD,42.07,minmax,67.0,230.0,31.0,maternal,delivery,,control group; Third sample was taken after cesarean section (time t3),PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,298,2025-12-02T16:05:06.614238
24134697.0,venous blood,2,ml,28.7,min,mean,SD,18.18,minmax,10.0,93.0,30.0,maternal,delivery,,hypertension group; First sample was taken after application of diazepam and before cesarean section (time t1),PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,299,2025-12-02T16:05:06.614238
24134697.0,venous blood,2,ml,64.37,min,mean,SD,22.69,minmax,25.0,114.0,30.0,maternal,delivery,,hypertension group; Second sample of maternal blood was taken at the same time with clamping of the infant’s umbilical cord (time t2),PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,300,2025-12-02T16:05:06.614238
24134697.0,venous blood,2,ml,130.4,min,mean,SD,39.9,minmax,76.0,278.0,30.0,maternal,delivery,,hypertension group; Third sample was taken after cesarean section (time t3),PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,301,2025-12-02T16:05:06.614238
24134697.0,venous blood,2,ml,20.31,min,mean,SD,11.84,minmax,7.0,42.0,14.0,maternal,delivery,,diabetes group; First sample was taken after application of diazepam and before cesarean section (time t1),PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,302,2025-12-02T16:05:06.614238
24134697.0,venous blood,2,ml,45.38,min,mean,SD,30.25,minmax,18.0,138.0,14.0,maternal,delivery,,diabetes group; Second sample of maternal blood was taken at the same time with clamping of the infant’s umbilical cord (time t2),PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,303,2025-12-02T16:05:06.614238
24134697.0,venous blood,2,ml,122.38,min,mean,SD,22.61,minmax,92.0,172.0,14.0,maternal,delivery,,diabetes group; Third sample was taken after cesarean section (time t3),PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,304,2025-12-02T16:05:06.614238
24134697.0,umbilical cord venous blood,,,,,,,,,,,75.0,pediatric,fetus,,at delivery,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,305,2025-12-02T16:05:06.614238
24134697.0,umbilical cord arterial blood,,,,,,,,,,,75.0,pediatric,fetus,,at delivery,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,306,2025-12-02T16:05:06.614238
24134697.0,venous blood,2,ml,25.9,min,mean,SD,21.51,minmax,5.0,118.0,31.0,maternal,delivery,,control group; First sample was taken after application of diazepam and before cesarean section (time t1),PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,296,2025-12-02T16:05:06.769793
24134697.0,venous blood,2,ml,60.23,min,mean,SD,31.87,minmax,18.0,144.0,31.0,maternal,delivery,,control group; Second sample of maternal blood was taken at the same time with clamping of the infant’s umbilical cord (time t2),PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,297,2025-12-02T16:05:06.769793
