PMID,Drug name,Analyte,Specimen,Population,Pregnancy Stage ,Gestational/pediatric Age,Subjectsn,Parameter type,Time,Time unit,Value,Unit,Summary Statistics,variation type,Variation value,Interval type,Interval low,interval high,P-value,Notes,_source_file,_source_folder,_source_sheet_original,_source_sheet_canonical,_row_index,_processed_at
16855451.0,nortriptyline,Z-10-hydroxyNTP,serum,maternal,postpartum,,20.0,serum concentration,week 8,,13.2,ng/ml,mean,,,minmax,0,60,0.5,Remission at week 8,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,202,2025-12-02T16:05:09.448543
16855451.0,nortriptyline,Z-10-hydroxyNTP,serum,maternal,postpartum,,13.0,serum concentration,week 8,,16.07,ng/ml,mean,,,minmax,0,42.4,0.5,No remission at week 8,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,203,2025-12-02T16:05:09.448543
16855451.0,sertraline,sertraline,serum,maternal,postpartum,,25.0,serum concentration,week 3,,34.17,ng/ml,mean,,,minmax,0,79.4,0.009,responders at week 4,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,174,2025-12-02T16:05:12.001940
16855451.0,sertraline,sertraline,serum,maternal,postpartum,,15.0,serum concentration,week 3,,19.91,ng/ml,mean,,,minmax,0,36.7,0.009,nonresponders at week 4,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,175,2025-12-02T16:05:12.001940
16855451.0,sertraline,N-demethylsertaline,serum,maternal,postpartum,,25.0,serum concentration,week 3,,69.3,ng/ml,mean,,,minmax,0,158,0.004,responders at week 4,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,176,2025-12-02T16:05:12.001940
16855451.0,sertraline,N-demethylsertaline,serum,maternal,postpartum,,15.0,serum concentration,week 3,,32.89,ng/ml,mean,,,minmax,0,68.5,0.004,nonresponders at week 4,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,177,2025-12-02T16:05:12.001940
16855451.0,sertraline,sertraline,serum,maternal,postpartum,,24.0,serum concentration,week 3,,50.42,ng/ml,mean,,,minmax,0,168,0.36,responders at week 8,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,178,2025-12-02T16:05:12.001940
16855451.0,sertraline,sertraline,serum,maternal,postpartum,,4.0,serum concentration,week 3,,62.58,ng/ml,mean,,,minmax,1,110,0.36,nonresponders at week 8,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,179,2025-12-02T16:05:12.001940
16855451.0,sertraline,N-demethylsertaline,serum,maternal,postpartum,,24.0,serum concentration,week 3,,84.87,ng/ml,mean,,,minmax,,,0.42,responders at week 8,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,180,2025-12-02T16:05:12.001940
16855451.0,sertraline,N-demethylsertaline,serum,maternal,postpartum,,4.0,serum concentration,week 3,,157.5,ng/ml,mean,,,minmax,,,0.42,nonresponders at week 8,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,181,2025-12-02T16:05:12.001940
16855451.0,sertraline,sertraline,serum,maternal,postpartum,,20.0,serum concentration,week 8,,54.51,ng/ml,mean,,,minmax,0,168,0.25,Remission at week 8,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,182,2025-12-02T16:05:12.001940
16855451.0,sertraline,sertraline,serum,maternal,postpartum,,8.0,serum concentration,week 8,,46.29,ng/ml,mean,,,minmax,0,110,0.25,No remission at week 8,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,183,2025-12-02T16:05:12.001940
16855451.0,sertraline,N-demethylsertaline,serum,maternal,postpartum,,20.0,serum concentration,week 8,,,ng/ml,mean,,,minmax,0,360,0.81,Remission at week 8,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,184,2025-12-02T16:05:12.001940
16855451.0,sertraline,N-demethylsertaline,serum,maternal,postpartum,,8.0,serum concentration,week 8,,87.42,ng/ml,mean,,,minmax,0,360,0.81,No remission at week 8,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,185,2025-12-02T16:05:12.001940
16855451.0,nortriptyline,nortriptyline,serum,maternal,postpartum,,29.0,serum concentration,week 3,,106.91,ng/ml,mean,,,minmax,2,361,0.006,responders at week 4,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,186,2025-12-02T16:05:12.001940
16855451.0,nortriptyline,nortriptyline,serum,maternal,postpartum,,21.0,serum concentration,week 3,,74.29,ng/ml,mean,,,minmax,7.5,169,0.006,nonresponders at week 4,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,187,2025-12-02T16:05:12.001940
16855451.0,nortriptyline,E-10-hydroxyNTP,serum,maternal,postpartum,,29.0,serum concentration,week 3,,90.11,ng/ml,mean,,,minmax,2,218,0.03,responders at week 4,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,188,2025-12-02T16:05:12.001940
16855451.0,nortriptyline,E-10-hydroxyNTP,serum,maternal,postpartum,,21.0,serum concentration,week 3,,59.75,ng/ml,mean,,,minmax,9,132,0.03,nonresponders at week 4,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,189,2025-12-02T16:05:12.001940
16855451.0,nortriptyline,Z-10-hydroxyNTP,serum,maternal,postpartum,,29.0,serum concentration,week 3,,13.36,ng/ml,mean,,,minmax,0,26,0.04,responders at week 4,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,190,2025-12-02T16:05:12.001940
16855451.0,nortriptyline,Z-10-hydroxyNTP,serum,maternal,postpartum,,21.0,serum concentration,week 3,,9.81,ng/ml,mean,,,minmax,0,18.4,0.04,nonresponders at week 4,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,191,2025-12-02T16:05:12.001940
16855451.0,nortriptyline,nortriptyline,serum,maternal,postpartum,,28.0,serum concentration,week 3,,72.93,ng/ml,mean,,,minmax,0,175.8,0.19,responders at week 8,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,192,2025-12-02T16:05:12.001940
16855451.0,nortriptyline,nortriptyline,serum,maternal,postpartum,,5.0,serum concentration,week 3,,102.72,ng/ml,mean,,,minmax,24,128.4,0.19,nonresponders at week 8,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,193,2025-12-02T16:05:12.001940
16855451.0,nortriptyline,E-10-hydroxyNTP,serum,maternal,postpartum,,28.0,serum concentration,week 3,,68.15,ng/ml,mean,,,minmax,0,162,0.27,responders at week 8,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,194,2025-12-02T16:05:12.001940
16855451.0,nortriptyline,E-10-hydroxyNTP,serum,maternal,postpartum,,5.0,serum concentration,week 3,,110.08,ng/ml,mean,,,minmax,6,156.7,0.27,nonresponders at week 8,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,195,2025-12-02T16:05:12.001940
16855451.0,nortriptyline,Z-10-hydroxyNTP,serum,maternal,postpartum,,28.0,serum concentration,week 3,,12.77,ng/ml,mean,,,minmax,0,60,0.07,responders at week 8,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,196,2025-12-02T16:05:12.001940
16855451.0,nortriptyline,Z-10-hydroxyNTP,serum,maternal,postpartum,,5.0,serum concentration,week 3,,9.31,ng/ml,mean,,,minmax,2,42.2,0.07,nonresponders at week 8,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,197,2025-12-02T16:05:12.001940
16855451.0,nortriptyline,nortriptyline,serum,maternal,postpartum,,20.0,serum concentration,week 8,,69.91,ng/ml,mean,,,minmax,0,175.8,0.25,Remission at week 8,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,198,2025-12-02T16:05:12.001940
16855451.0,nortriptyline,nortriptyline,serum,maternal,postpartum,,13.0,serum concentration,week 8,,89.04,ng/ml,mean,,,minmax,1.9,134,0.25,No remission at week 8,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,199,2025-12-02T16:05:12.001940
16855451.0,nortriptyline,E-10-hydroxyNTP,serum,maternal,postpartum,,20.0,serum concentration,week 8,,65.57,ng/ml,mean,,,minmax,0,141,0.22,Remission at week 8,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,200,2025-12-02T16:05:12.001940
16855451.0,nortriptyline,E-10-hydroxyNTP,serum,maternal,postpartum,,13.0,serum concentration,week 8,,88.26,ng/ml,mean,,,minmax,0,162,0.22,No remission at week 8,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,201,2025-12-02T16:05:12.001940
16855451.0,nortriptyline,Z-10-hydroxyNTP,serum,maternal,postpartum,,20.0,serum concentration,week 8,,13.2,ng/ml,mean,,,minmax,0,60,0.5,Remission at week 8,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,202,2025-12-02T16:05:12.001940
16855451.0,nortriptyline,Z-10-hydroxyNTP,serum,maternal,postpartum,,13.0,serum concentration,week 8,,16.07,ng/ml,mean,,,minmax,0,42.4,0.5,No remission at week 8,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,203,2025-12-02T16:05:12.001940
16855451.0,sertraline,sertraline,serum,maternal,postpartum,,25.0,serum concentration,week 3,,34.17,ng/ml,mean,,,minmax,0,79.4,0.009,responders at week 4,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,174,2025-12-02T16:05:15.923463
16855451.0,sertraline,sertraline,serum,maternal,postpartum,,15.0,serum concentration,week 3,,19.91,ng/ml,mean,,,minmax,0,36.7,0.009,nonresponders at week 4,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,175,2025-12-02T16:05:15.923463
16855451.0,sertraline,N-demethylsertaline,serum,maternal,postpartum,,25.0,serum concentration,week 3,,69.3,ng/ml,mean,,,minmax,0,158,0.004,responders at week 4,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,176,2025-12-02T16:05:15.923463
16855451.0,sertraline,N-demethylsertaline,serum,maternal,postpartum,,15.0,serum concentration,week 3,,32.89,ng/ml,mean,,,minmax,0,68.5,0.004,nonresponders at week 4,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,177,2025-12-02T16:05:15.923463
16855451.0,sertraline,sertraline,serum,maternal,postpartum,,24.0,serum concentration,week 3,,50.42,ng/ml,mean,,,minmax,0,168,0.36,responders at week 8,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,178,2025-12-02T16:05:15.923463
16855451.0,sertraline,sertraline,serum,maternal,postpartum,,4.0,serum concentration,week 3,,62.58,ng/ml,mean,,,minmax,1,110,0.36,nonresponders at week 8,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,179,2025-12-02T16:05:15.923463
16855451.0,sertraline,N-demethylsertaline,serum,maternal,postpartum,,24.0,serum concentration,week 3,,84.87,ng/ml,mean,,,minmax,,,0.42,responders at week 8,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,180,2025-12-02T16:05:15.923463
16855451.0,sertraline,N-demethylsertaline,serum,maternal,postpartum,,4.0,serum concentration,week 3,,157.5,ng/ml,mean,,,minmax,,,0.42,nonresponders at week 8,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,181,2025-12-02T16:05:15.923463
16855451.0,sertraline,sertraline,serum,maternal,postpartum,,20.0,serum concentration,week 8,,54.51,ng/ml,mean,,,minmax,0,168,0.25,Remission at week 8,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,182,2025-12-02T16:05:15.923463
16855451.0,sertraline,sertraline,serum,maternal,postpartum,,8.0,serum concentration,week 8,,46.29,ng/ml,mean,,,minmax,0,110,0.25,No remission at week 8,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,183,2025-12-02T16:05:15.923463
16855451.0,sertraline,N-demethylsertaline,serum,maternal,postpartum,,20.0,serum concentration,week 8,,,ng/ml,mean,,,minmax,0,360,0.81,Remission at week 8,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,184,2025-12-02T16:05:15.923463
16855451.0,sertraline,N-demethylsertaline,serum,maternal,postpartum,,8.0,serum concentration,week 8,,87.42,ng/ml,mean,,,minmax,0,360,0.81,No remission at week 8,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,185,2025-12-02T16:05:15.923463
16855451.0,nortriptyline,nortriptyline,serum,maternal,postpartum,,29.0,serum concentration,week 3,,106.91,ng/ml,mean,,,minmax,2,361,0.006,responders at week 4,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,186,2025-12-02T16:05:15.923463
16855451.0,nortriptyline,nortriptyline,serum,maternal,postpartum,,21.0,serum concentration,week 3,,74.29,ng/ml,mean,,,minmax,7.5,169,0.006,nonresponders at week 4,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,187,2025-12-02T16:05:15.923463
16855451.0,nortriptyline,E-10-hydroxyNTP,serum,maternal,postpartum,,29.0,serum concentration,week 3,,90.11,ng/ml,mean,,,minmax,2,218,0.03,responders at week 4,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,188,2025-12-02T16:05:15.923463
16855451.0,nortriptyline,E-10-hydroxyNTP,serum,maternal,postpartum,,21.0,serum concentration,week 3,,59.75,ng/ml,mean,,,minmax,9,132,0.03,nonresponders at week 4,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,189,2025-12-02T16:05:15.923463
16855451.0,nortriptyline,Z-10-hydroxyNTP,serum,maternal,postpartum,,29.0,serum concentration,week 3,,13.36,ng/ml,mean,,,minmax,0,26,0.04,responders at week 4,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,190,2025-12-02T16:05:15.923463
16855451.0,nortriptyline,Z-10-hydroxyNTP,serum,maternal,postpartum,,21.0,serum concentration,week 3,,9.81,ng/ml,mean,,,minmax,0,18.4,0.04,nonresponders at week 4,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,191,2025-12-02T16:05:15.923463
16855451.0,nortriptyline,nortriptyline,serum,maternal,postpartum,,28.0,serum concentration,week 3,,72.93,ng/ml,mean,,,minmax,0,175.8,0.19,responders at week 8,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,192,2025-12-02T16:05:15.923463
16855451.0,nortriptyline,nortriptyline,serum,maternal,postpartum,,5.0,serum concentration,week 3,,102.72,ng/ml,mean,,,minmax,24,128.4,0.19,nonresponders at week 8,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,193,2025-12-02T16:05:15.923463
16855451.0,nortriptyline,E-10-hydroxyNTP,serum,maternal,postpartum,,28.0,serum concentration,week 3,,68.15,ng/ml,mean,,,minmax,0,162,0.27,responders at week 8,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,194,2025-12-02T16:05:15.923463
16855451.0,nortriptyline,E-10-hydroxyNTP,serum,maternal,postpartum,,5.0,serum concentration,week 3,,110.08,ng/ml,mean,,,minmax,6,156.7,0.27,nonresponders at week 8,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,195,2025-12-02T16:05:15.923463
16855451.0,nortriptyline,Z-10-hydroxyNTP,serum,maternal,postpartum,,28.0,serum concentration,week 3,,12.77,ng/ml,mean,,,minmax,0,60,0.07,responders at week 8,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,196,2025-12-02T16:05:15.923463
16855451.0,nortriptyline,Z-10-hydroxyNTP,serum,maternal,postpartum,,5.0,serum concentration,week 3,,9.31,ng/ml,mean,,,minmax,2,42.2,0.07,nonresponders at week 8,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,197,2025-12-02T16:05:15.923463
16855451.0,nortriptyline,nortriptyline,serum,maternal,postpartum,,20.0,serum concentration,week 8,,69.91,ng/ml,mean,,,minmax,0,175.8,0.25,Remission at week 8,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,198,2025-12-02T16:05:15.923463
16855451.0,nortriptyline,nortriptyline,serum,maternal,postpartum,,13.0,serum concentration,week 8,,89.04,ng/ml,mean,,,minmax,1.9,134,0.25,No remission at week 8,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,199,2025-12-02T16:05:15.923463
16855451.0,nortriptyline,E-10-hydroxyNTP,serum,maternal,postpartum,,20.0,serum concentration,week 8,,65.57,ng/ml,mean,,,minmax,0,141,0.22,Remission at week 8,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,200,2025-12-02T16:05:15.923463
16855451.0,nortriptyline,E-10-hydroxyNTP,serum,maternal,postpartum,,13.0,serum concentration,week 8,,88.26,ng/ml,mean,,,minmax,0,162,0.22,No remission at week 8,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,201,2025-12-02T16:05:15.923463
16855451.0,nortriptyline,Z-10-hydroxyNTP,serum,maternal,postpartum,,20.0,serum concentration,week 8,,13.2,ng/ml,mean,,,minmax,0,60,0.5,Remission at week 8,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,202,2025-12-02T16:05:15.923463
16855451.0,nortriptyline,Z-10-hydroxyNTP,serum,maternal,postpartum,,13.0,serum concentration,week 8,,16.07,ng/ml,mean,,,minmax,0,42.4,0.5,No remission at week 8,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,203,2025-12-02T16:05:15.923463
16855451.0,sertraline,sertraline,serum,maternal,postpartum,,25.0,serum concentration,week 3,,34.17,ng/ml,mean,,,minmax,0,79.4,0.009,responders at week 4,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,174,2025-12-02T16:05:22.346295
16855451.0,sertraline,sertraline,serum,maternal,postpartum,,15.0,serum concentration,week 3,,19.91,ng/ml,mean,,,minmax,0,36.7,0.009,nonresponders at week 4,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,175,2025-12-02T16:05:22.346295
16855451.0,sertraline,N-demethylsertaline,serum,maternal,postpartum,,25.0,serum concentration,week 3,,69.3,ng/ml,mean,,,minmax,0,158,0.004,responders at week 4,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,176,2025-12-02T16:05:22.346295
16855451.0,sertraline,N-demethylsertaline,serum,maternal,postpartum,,15.0,serum concentration,week 3,,32.89,ng/ml,mean,,,minmax,0,68.5,0.004,nonresponders at week 4,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,177,2025-12-02T16:05:22.346295
16855451.0,sertraline,sertraline,serum,maternal,postpartum,,24.0,serum concentration,week 3,,50.42,ng/ml,mean,,,minmax,0,168,0.36,responders at week 8,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,178,2025-12-02T16:05:22.346295
16855451.0,sertraline,sertraline,serum,maternal,postpartum,,4.0,serum concentration,week 3,,62.58,ng/ml,mean,,,minmax,1,110,0.36,nonresponders at week 8,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,179,2025-12-02T16:05:22.346295
16855451.0,sertraline,N-demethylsertaline,serum,maternal,postpartum,,24.0,serum concentration,week 3,,84.87,ng/ml,mean,,,minmax,,,0.42,responders at week 8,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,180,2025-12-02T16:05:22.346295
16855451.0,sertraline,N-demethylsertaline,serum,maternal,postpartum,,4.0,serum concentration,week 3,,157.5,ng/ml,mean,,,minmax,,,0.42,nonresponders at week 8,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,181,2025-12-02T16:05:22.346295
16855451.0,sertraline,sertraline,serum,maternal,postpartum,,20.0,serum concentration,week 8,,54.51,ng/ml,mean,,,minmax,0,168,0.25,Remission at week 8,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,182,2025-12-02T16:05:22.346295
16855451.0,sertraline,sertraline,serum,maternal,postpartum,,8.0,serum concentration,week 8,,46.29,ng/ml,mean,,,minmax,0,110,0.25,No remission at week 8,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,183,2025-12-02T16:05:22.346295
16855451.0,sertraline,N-demethylsertaline,serum,maternal,postpartum,,20.0,serum concentration,week 8,,,ng/ml,mean,,,minmax,0,360,0.81,Remission at week 8,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,184,2025-12-02T16:05:22.346295
16855451.0,sertraline,N-demethylsertaline,serum,maternal,postpartum,,8.0,serum concentration,week 8,,87.42,ng/ml,mean,,,minmax,0,360,0.81,No remission at week 8,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,185,2025-12-02T16:05:22.346295
16855451.0,nortriptyline,nortriptyline,serum,maternal,postpartum,,29.0,serum concentration,week 3,,106.91,ng/ml,mean,,,minmax,2,361,0.006,responders at week 4,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,186,2025-12-02T16:05:22.346295
16855451.0,nortriptyline,nortriptyline,serum,maternal,postpartum,,21.0,serum concentration,week 3,,74.29,ng/ml,mean,,,minmax,7.5,169,0.006,nonresponders at week 4,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,187,2025-12-02T16:05:22.346295
16855451.0,nortriptyline,E-10-hydroxyNTP,serum,maternal,postpartum,,29.0,serum concentration,week 3,,90.11,ng/ml,mean,,,minmax,2,218,0.03,responders at week 4,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,188,2025-12-02T16:05:22.346295
16855451.0,nortriptyline,E-10-hydroxyNTP,serum,maternal,postpartum,,21.0,serum concentration,week 3,,59.75,ng/ml,mean,,,minmax,9,132,0.03,nonresponders at week 4,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,189,2025-12-02T16:05:22.346295
16855451.0,nortriptyline,Z-10-hydroxyNTP,serum,maternal,postpartum,,29.0,serum concentration,week 3,,13.36,ng/ml,mean,,,minmax,0,26,0.04,responders at week 4,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,190,2025-12-02T16:05:22.346295
16855451.0,nortriptyline,Z-10-hydroxyNTP,serum,maternal,postpartum,,21.0,serum concentration,week 3,,9.81,ng/ml,mean,,,minmax,0,18.4,0.04,nonresponders at week 4,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,191,2025-12-02T16:05:22.346295
16855451.0,nortriptyline,nortriptyline,serum,maternal,postpartum,,28.0,serum concentration,week 3,,72.93,ng/ml,mean,,,minmax,0,175.8,0.19,responders at week 8,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,192,2025-12-02T16:05:22.346295
16855451.0,nortriptyline,nortriptyline,serum,maternal,postpartum,,5.0,serum concentration,week 3,,102.72,ng/ml,mean,,,minmax,24,128.4,0.19,nonresponders at week 8,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,193,2025-12-02T16:05:22.346295
16855451.0,nortriptyline,E-10-hydroxyNTP,serum,maternal,postpartum,,28.0,serum concentration,week 3,,68.15,ng/ml,mean,,,minmax,0,162,0.27,responders at week 8,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,194,2025-12-02T16:05:22.346295
16855451.0,nortriptyline,E-10-hydroxyNTP,serum,maternal,postpartum,,5.0,serum concentration,week 3,,110.08,ng/ml,mean,,,minmax,6,156.7,0.27,nonresponders at week 8,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,195,2025-12-02T16:05:22.346295
16855451.0,nortriptyline,Z-10-hydroxyNTP,serum,maternal,postpartum,,28.0,serum concentration,week 3,,12.77,ng/ml,mean,,,minmax,0,60,0.07,responders at week 8,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,196,2025-12-02T16:05:22.346295
16855451.0,nortriptyline,Z-10-hydroxyNTP,serum,maternal,postpartum,,5.0,serum concentration,week 3,,9.31,ng/ml,mean,,,minmax,2,42.2,0.07,nonresponders at week 8,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,197,2025-12-02T16:05:22.346295
16855451.0,nortriptyline,nortriptyline,serum,maternal,postpartum,,20.0,serum concentration,week 8,,69.91,ng/ml,mean,,,minmax,0,175.8,0.25,Remission at week 8,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,198,2025-12-02T16:05:22.346295
16855451.0,nortriptyline,nortriptyline,serum,maternal,postpartum,,13.0,serum concentration,week 8,,89.04,ng/ml,mean,,,minmax,1.9,134,0.25,No remission at week 8,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,199,2025-12-02T16:05:22.346295
16855451.0,nortriptyline,E-10-hydroxyNTP,serum,maternal,postpartum,,20.0,serum concentration,week 8,,65.57,ng/ml,mean,,,minmax,0,141,0.22,Remission at week 8,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,PK param (summary data),PKparam_summary,200,2025-12-02T16:05:22.346295
