PMID,Outcome,Sub-category,Value,Unit,Summary Statistics,Variation type,Variation value,Interval type,Interval low,Interval high,Subjects n,Population,Pregnancy Stage ,Gestational Age,P-value,Notes,_source_file,_source_folder,_source_sheet_original,_source_sheet_canonical,_row_index,_processed_at
3688386.0,"Apgar score at 1 min, <7",,8,,N,,,,,,18,pediatric,,neonates,,Caesarean section group,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,454,2025-12-02T16:05:22.595023
3688386.0,"Apgar score at 1 min, <7",,4,,N,,,,,,20,pediatric,,neonates,,Awaiting Caesarean section,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,455,2025-12-02T16:05:22.595023
3688386.0,"Apgar score at 1 min, >8",,3,,N,,,,,,12,pediatric,,neonates,,Labour  group,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,456,2025-12-02T16:05:22.595023
3688386.0,"Apgar score at 1 min, >8",,2,,N,,,,,,18,pediatric,,neonates,,Caesarean section group,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,457,2025-12-02T16:05:22.595023
3688386.0,"Apgar score at 1 min, >8",,8,,N,,,,,,20,pediatric,,neonates,,Awaiting Caesarean section,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,458,2025-12-02T16:05:22.595023
3688386.0,"Apgar score at 5 min, <7",,2,,N,,,,,,12,pediatric,,neonates,,Labour  group,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,459,2025-12-02T16:05:22.595023
3688386.0,"Apgar score at 5 min, <7",,6,,N,,,,,,18,pediatric,,neonates,,Caesarean section group,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,460,2025-12-02T16:05:22.595023
3688386.0,"Apgar score at 5 min, <7",,0,,N,,,,,,20,pediatric,,neonates,,Awaiting Caesarean section,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,461,2025-12-02T16:05:22.595023
3688386.0,"Apgar score at 5 min, >8",,10,,N,,,,,,12,pediatric,,neonates,,Labour  group,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,462,2025-12-02T16:05:22.595023
3688386.0,"Apgar score at 5 min, >8",,0,,N,,,,,,18,pediatric,,neonates,,Caesarean section group,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,463,2025-12-02T16:05:22.595023
3688386.0,"Apgar score at 5 min, >8",,12,,N,,,,,,20,pediatric,,neonates,,Awaiting Caesarean section,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,464,2025-12-02T16:05:22.595023
6851409.0,Quality of sleep,very good,2,,N,,,,,,13,maternal,delivery,,,Group 1,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,465,2025-12-02T16:05:09.863062
6851409.0,Quality of sleep,good,6,,N,,,,,,13,maternal,delivery,,,Group 1,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,466,2025-12-02T16:05:09.863062
6851409.0,Quality of sleep,moderately good,5,,N,,,,,,13,maternal,delivery,,,Group 1,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,467,2025-12-02T16:05:09.863062
6851409.0,Quality of sleep,poor,0,,N,,,,,,13,maternal,delivery,,,Group 1,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,468,2025-12-02T16:05:09.863062
6851409.0,Duration of sleep,,5.7,hr,mean,,,minmax,3.0,8.0,13,maternal,delivery,,,Group 1,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,469,2025-12-02T16:05:09.863062
6851409.0,moderate apprehension or excitement,,2,,N,,,,,,11,maternal,delivery,,,Group 2,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,470,2025-12-02T16:05:09.863062
6851409.0,no apprehension or excitement,,7,,N,,,,,,11,maternal,delivery,,,Group 2,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,471,2025-12-02T16:05:09.863062
6851409.0,no apprehension or excitement,,3,,N,,,,,,6,maternal,delivery,,,Group 3,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,472,2025-12-02T16:05:09.863062
6851409.0,slight apprehension or excitement,,1,,N,,,,,,11,maternal,delivery,,,Group 2,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,473,2025-12-02T16:05:09.863062
6851409.0,slight apprehension or excitement,,3,,N,,,,,,6,maternal,delivery,,,Group 3,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,474,2025-12-02T16:05:09.863062
6851409.0,Quality of sleep,very good,2,,N,,,,,,13,maternal,delivery,,,Group 1,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,465,2025-12-02T16:05:12.251790
6851409.0,Quality of sleep,good,6,,N,,,,,,13,maternal,delivery,,,Group 1,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,466,2025-12-02T16:05:12.251790
6851409.0,Quality of sleep,moderately good,5,,N,,,,,,13,maternal,delivery,,,Group 1,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,467,2025-12-02T16:05:12.251790
6851409.0,Quality of sleep,poor,0,,N,,,,,,13,maternal,delivery,,,Group 1,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,468,2025-12-02T16:05:12.251790
6851409.0,Duration of sleep,,5.7,hr,mean,,,minmax,3.0,8.0,13,maternal,delivery,,,Group 1,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,469,2025-12-02T16:05:12.251790
6851409.0,moderate apprehension or excitement,,2,,N,,,,,,11,maternal,delivery,,,Group 2,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,470,2025-12-02T16:05:12.251790
6851409.0,no apprehension or excitement,,7,,N,,,,,,11,maternal,delivery,,,Group 2,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,471,2025-12-02T16:05:12.251790
6851409.0,no apprehension or excitement,,3,,N,,,,,,6,maternal,delivery,,,Group 3,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,472,2025-12-02T16:05:12.251790
6851409.0,slight apprehension or excitement,,1,,N,,,,,,11,maternal,delivery,,,Group 2,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,473,2025-12-02T16:05:12.251790
6851409.0,slight apprehension or excitement,,3,,N,,,,,,6,maternal,delivery,,,Group 3,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,474,2025-12-02T16:05:12.251790
6851409.0,Quality of sleep,very good,2,,N,,,,,,13,maternal,delivery,,,Group 1,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,465,2025-12-02T16:05:16.158507
6851409.0,Quality of sleep,good,6,,N,,,,,,13,maternal,delivery,,,Group 1,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,466,2025-12-02T16:05:16.158507
6851409.0,Quality of sleep,moderately good,5,,N,,,,,,13,maternal,delivery,,,Group 1,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,467,2025-12-02T16:05:16.158507
6851409.0,Quality of sleep,poor,0,,N,,,,,,13,maternal,delivery,,,Group 1,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,468,2025-12-02T16:05:16.158507
6851409.0,Duration of sleep,,5.7,hr,mean,,,minmax,3.0,8.0,13,maternal,delivery,,,Group 1,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,469,2025-12-02T16:05:16.158507
6851409.0,moderate apprehension or excitement,,2,,N,,,,,,11,maternal,delivery,,,Group 2,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,470,2025-12-02T16:05:16.158507
6851409.0,no apprehension or excitement,,7,,N,,,,,,11,maternal,delivery,,,Group 2,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,471,2025-12-02T16:05:16.158507
6851409.0,no apprehension or excitement,,3,,N,,,,,,6,maternal,delivery,,,Group 3,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,472,2025-12-02T16:05:16.158507
6851409.0,slight apprehension or excitement,,1,,N,,,,,,11,maternal,delivery,,,Group 2,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,473,2025-12-02T16:05:16.158507
6851409.0,slight apprehension or excitement,,3,,N,,,,,,6,maternal,delivery,,,Group 3,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,474,2025-12-02T16:05:16.158507
6851409.0,Quality of sleep,very good,2,,N,,,,,,13,maternal,delivery,,,Group 1,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,465,2025-12-02T16:05:22.595023
6851409.0,Quality of sleep,good,6,,N,,,,,,13,maternal,delivery,,,Group 1,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,466,2025-12-02T16:05:22.595023
6851409.0,Quality of sleep,moderately good,5,,N,,,,,,13,maternal,delivery,,,Group 1,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,467,2025-12-02T16:05:22.595023
6851409.0,Quality of sleep,poor,0,,N,,,,,,13,maternal,delivery,,,Group 1,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,468,2025-12-02T16:05:22.595023
6851409.0,Duration of sleep,,5.7,hr,mean,,,minmax,3.0,8.0,13,maternal,delivery,,,Group 1,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,469,2025-12-02T16:05:22.595023
6851409.0,moderate apprehension or excitement,,2,,N,,,,,,11,maternal,delivery,,,Group 2,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,470,2025-12-02T16:05:22.595023
6851409.0,no apprehension or excitement,,7,,N,,,,,,11,maternal,delivery,,,Group 2,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,471,2025-12-02T16:05:22.595023
6851409.0,no apprehension or excitement,,3,,N,,,,,,6,maternal,delivery,,,Group 3,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,472,2025-12-02T16:05:22.595023
6851409.0,slight apprehension or excitement,,1,,N,,,,,,11,maternal,delivery,,,Group 2,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,473,2025-12-02T16:05:22.595023
6851409.0,slight apprehension or excitement,,3,,N,,,,,,6,maternal,delivery,,,Group 3,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,474,2025-12-02T16:05:22.595023
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,nausea,12,,N,%,57,,,,21,maternal,delivery,,0.14,Gabapentin group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,475,2025-12-02T16:05:09.863062
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,nausea,8,,N,%,34,,,,23,maternal,delivery,,0.14,Placebo group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,476,2025-12-02T16:05:09.863062
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,severe nausea,2,,N,%,9,,,,21,maternal,delivery,,0.22,Gabapentin group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,477,2025-12-02T16:05:09.863062
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,severe nausea,0,,N,%,0,,,,23,maternal,delivery,,0.22,Placebo group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,478,2025-12-02T16:05:09.863062
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,Vomiting,5,,N,%,24,,,,21,maternal,delivery,,0.35,Gabapentin group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,479,2025-12-02T16:05:09.863062
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,Vomiting,3,,N,%,13,,,,23,maternal,delivery,,0.35,Placebo group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,480,2025-12-02T16:05:09.863062
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,severe vomiting,1,,N,%,5,,,,21,maternal,delivery,,0.47,Gabapentin group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,481,2025-12-02T16:05:09.863062
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,severe vomiting,0,,N,%,0,,,,23,maternal,delivery,,0.47,Placebo group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,482,2025-12-02T16:05:09.863062
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,pruritus,16,,N,%,76,,,,21,maternal,delivery,,0.09,Gabapentin group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,483,2025-12-02T16:05:09.863062
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,pruritus,22,,N,%,96,,,,23,maternal,delivery,,0.09,Placebo group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,484,2025-12-02T16:05:09.863062
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,severe pruritus,2,,N,%,10,,,,21,maternal,delivery,,0.66,Gabapentin group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,485,2025-12-02T16:05:09.863062
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,severe pruritus,4,,N,%,17,,,,23,maternal,delivery,,0.66,Placebo group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,486,2025-12-02T16:05:09.863062
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,sedation,17,,N,%,81,,,,21,maternal,delivery,,0.58,Gabapentin group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,487,2025-12-02T16:05:09.863062
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,sedation,17,,N,%,74,,,,23,maternal,delivery,,0.58,Placebo group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,488,2025-12-02T16:05:09.863062
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,severe sedation,4,,N,%,19,,,,21,maternal,delivery,,0.04,Gabapentin group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,489,2025-12-02T16:05:09.863062
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,severe sedation,0,,N,%,0,,,,23,maternal,delivery,,0.04,Placebo group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,490,2025-12-02T16:05:09.863062
21081764.0,Persistent Pain at 3 Months After Delivery,patients successfully contacted,16,,N,%,76,,,,21,maternal,delivery,,0.45,Gabapentin group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,491,2025-12-02T16:05:09.863062
21081764.0,Persistent Pain at 3 Months After Delivery,patients successfully contacted,20,,N,%,87,,,,23,maternal,delivery,,0.45,Placebo group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,492,2025-12-02T16:05:09.863062
21081764.0,Persistent Pain at 3 Months After Delivery,pateinets with any persistent pain,2/16,,N,%,12,,,,21,maternal,delivery,,0.67,Gabapentin group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,493,2025-12-02T16:05:09.863062
21081764.0,Persistent Pain at 3 Months After Delivery,pateinets with any persistent pain,4/20,,N,%,20,,,,23,maternal,delivery,,0.67,Placebo group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,494,2025-12-02T16:05:09.863062
21081764.0,Persistent Pain at 3 Months After Delivery,patients with any abnormal wound,3/16,,N,%,19,,,,21,maternal,delivery,,0.16,Gabapentin group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,495,2025-12-02T16:05:09.863062
21081764.0,Persistent Pain at 3 Months After Delivery,patients with any abnormal wound,9/20,,N,%,45,,,,23,maternal,delivery,,0.16,Placebo group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,496,2025-12-02T16:05:09.863062
21081764.0,Persistent Pain at 3 Months After Delivery,patients whose pain limited daily function,1/16,,N,%,6,,,,21,maternal,delivery,,1,Gabapentin group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,497,2025-12-02T16:05:09.863062
21081764.0,Persistent Pain at 3 Months After Delivery,patients whose pain limited daily function,1/20,,N,%,5,,,,23,maternal,delivery,,1,Placebo group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,498,2025-12-02T16:05:09.863062
21081764.0,Persistent Pain at 3 Months After Delivery,patients who required pain medication,0/16,,N,%,6,,,,21,maternal,delivery,,,Gabapentin group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,499,2025-12-02T16:05:09.863062
21081764.0,Persistent Pain at 3 Months After Delivery,patients who required pain medication,0/20,,N,%,0,,,,23,maternal,delivery,,,Placebo group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,500,2025-12-02T16:05:09.863062
21081764.0,Persistent Pain at 3 Months After Delivery,pain NRS,3,,median,,,minmax,1.0,4.0,21,maternal,delivery,,0.81,Gabapentin group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,501,2025-12-02T16:05:09.863062
21081764.0,Persistent Pain at 3 Months After Delivery,pain NRS,2.5,,median,,,minmax,1.0,5.0,23,maternal,delivery,,0.81,Placebo group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,502,2025-12-02T16:05:09.863062
21081764.0,weight ,,3520,g,mean,SD,407,,,,21,pediatric,,neonates,0.16,Gabapentin group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,503,2025-12-02T16:05:09.863062
21081764.0,weight ,,33414,g,mean,SD,431,,,,23,pediatric,,neonates,0.16,Placebo group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,504,2025-12-02T16:05:09.863062
21081764.0,1-minute Apgar,,9,,median,,,minmax,8.0,9.0,21,pediatric,,neonates,0.94,Gabapentin group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,505,2025-12-02T16:05:09.863062
21081764.0,1-minute Apgar,,9,,median,,,minmax,8.0,9.0,23,pediatric,,neonates,0.94,Placebo group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,506,2025-12-02T16:05:09.863062
21081764.0,5-minute Apgar,,9,,median,,,minmax,9.0,9.0,21,pediatric,,neonates,,Gabapentin group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,507,2025-12-02T16:05:09.863062
21081764.0,5-minute Apgar,,9,,median,,,minmax,9.0,9.0,23,pediatric,,neonates,,Placebo group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,508,2025-12-02T16:05:09.863062
21081764.0,Umbilical artery pH,,7.26,,mean,SD,0.04,,,,21,pediatric,,neonates,0.14,Gabapentin group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,509,2025-12-02T16:05:09.863062
21081764.0,Umbilical artery pH,,7.29,,mean,SD,0.06,,,,23,pediatric,,neonates,0.14,Placebo group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,510,2025-12-02T16:05:09.863062
21081764.0,NICU admission,,1,,N,%,5,,,,21,pediatric,,neonates,0.48,Gabapentin group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,511,2025-12-02T16:05:09.863062
21081764.0,NICU admission,,0,,N,%,0,,,,23,pediatric,,neonates,0.48,Placebo group,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,512,2025-12-02T16:05:09.863062
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,nausea,12,,N,%,57,,,,21,maternal,delivery,,0.14,Gabapentin group,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,475,2025-12-02T16:05:12.251790
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,nausea,8,,N,%,34,,,,23,maternal,delivery,,0.14,Placebo group,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,476,2025-12-02T16:05:12.251790
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,severe nausea,2,,N,%,9,,,,21,maternal,delivery,,0.22,Gabapentin group,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,477,2025-12-02T16:05:12.251790
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,severe nausea,0,,N,%,0,,,,23,maternal,delivery,,0.22,Placebo group,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,478,2025-12-02T16:05:12.251790
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,Vomiting,5,,N,%,24,,,,21,maternal,delivery,,0.35,Gabapentin group,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,479,2025-12-02T16:05:12.251790
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,Vomiting,3,,N,%,13,,,,23,maternal,delivery,,0.35,Placebo group,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,480,2025-12-02T16:05:12.251790
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,severe vomiting,1,,N,%,5,,,,21,maternal,delivery,,0.47,Gabapentin group,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,481,2025-12-02T16:05:12.251790
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,severe vomiting,0,,N,%,0,,,,23,maternal,delivery,,0.47,Placebo group,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,482,2025-12-02T16:05:12.251790
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,pruritus,16,,N,%,76,,,,21,maternal,delivery,,0.09,Gabapentin group,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,483,2025-12-02T16:05:12.251790
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,pruritus,22,,N,%,96,,,,23,maternal,delivery,,0.09,Placebo group,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,484,2025-12-02T16:05:12.251790
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,severe pruritus,2,,N,%,10,,,,21,maternal,delivery,,0.66,Gabapentin group,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,485,2025-12-02T16:05:12.251790
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,severe pruritus,4,,N,%,17,,,,23,maternal,delivery,,0.66,Placebo group,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,486,2025-12-02T16:05:12.251790
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,sedation,17,,N,%,81,,,,21,maternal,delivery,,0.58,Gabapentin group,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,487,2025-12-02T16:05:12.251790
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,sedation,17,,N,%,74,,,,23,maternal,delivery,,0.58,Placebo group,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,488,2025-12-02T16:05:12.251790
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,severe sedation,4,,N,%,19,,,,21,maternal,delivery,,0.04,Gabapentin group,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,489,2025-12-02T16:05:12.251790
21081764.0,Maternal Adverse Reactions During the First 48 Postoperative Hours,severe sedation,0,,N,%,0,,,,23,maternal,delivery,,0.04,Placebo group,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,490,2025-12-02T16:05:12.251790
21081764.0,Persistent Pain at 3 Months After Delivery,patients successfully contacted,16,,N,%,76,,,,21,maternal,delivery,,0.45,Gabapentin group,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,491,2025-12-02T16:05:12.251790
21081764.0,Persistent Pain at 3 Months After Delivery,patients successfully contacted,20,,N,%,87,,,,23,maternal,delivery,,0.45,Placebo group,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,492,2025-12-02T16:05:12.251790
21081764.0,Persistent Pain at 3 Months After Delivery,pateinets with any persistent pain,2/16,,N,%,12,,,,21,maternal,delivery,,0.67,Gabapentin group,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,493,2025-12-02T16:05:12.251790
